EVENT,COUNTRY,FREQUENCY,TIME,ISCED11,AGE,SEX,VALUE
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least once,2015,All ISCED 2011 levels,From 25 to 34 years,Females,45.0
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,38.7
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,34.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,42.9
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,36.7
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,34.6
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,39.1
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,31.2
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,33.6
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,28.2
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,62.4
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,51.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,70.1
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,64.2
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,60.2
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,67.1
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,62.4
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,65.7
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,60.0
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Total,17.9
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Males,15.6
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Females,20.2
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Total,18.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Males,17.5
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Females,20.2
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Total,19.3
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Males,19.7
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Females,19.0
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,16.4
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,15.5
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,17.4
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,14.6
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,13.7
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,15.6
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,9.6
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,10.1
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,9.0
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,32.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,30.5
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,34.6
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,32.7
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,35.5
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,30.7
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,29.6
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,33.1
Cultural sites (historical monuments museums art galleries or archaeological sites),Belgium,At least 4 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,27.0
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 24 years,Total,73.7
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 24 years,Males,77.0
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 24 years,Females,70.1
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 29 years,Total,77.2
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 29 years,Males,79.2
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 29 years,Females,75.0
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,All ISCED 2011 levels,From 25 to 34 years,Total,79.5
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,All ISCED 2011 levels,From 25 to 34 years,Males,80.5
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,All ISCED 2011 levels,From 25 to 34 years,Females,78.5
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,74.4
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,78.5
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,69.3
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,80.2
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,83.1
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,76.2
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,86.3
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,86.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,85.7
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,63.4
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,77.5
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,54.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,60.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,59.6
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,61.6
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,54.4
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,49.3
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,58.1
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 24 years,Total,18.6
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 24 years,Males,17.5
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 24 years,Females,19.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 29 years,Total,16.1
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 29 years,Males,15.0
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 29 years,Females,17.2
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,All ISCED 2011 levels,From 25 to 34 years,Total,14.9
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,All ISCED 2011 levels,From 25 to 34 years,Males,13.2
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,All ISCED 2011 levels,From 25 to 34 years,Females,16.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,17.2
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,15.1
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,19.9
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,13.3
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,12.0
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,15.1
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,9.9
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,9.6
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,10.4
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,25.4
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,12.9
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,33.1
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,27.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,24.1
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,30.3
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,33.9
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,32.5
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,34.9
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,All ISCED 2011 levels,From 16 to 24 years,Total,26.3
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,All ISCED 2011 levels,From 16 to 24 years,Males,23.0
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,All ISCED 2011 levels,From 16 to 24 years,Females,29.9
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,All ISCED 2011 levels,From 16 to 29 years,Total,22.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,All ISCED 2011 levels,From 16 to 29 years,Males,20.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,All ISCED 2011 levels,From 16 to 29 years,Females,25.0
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,All ISCED 2011 levels,From 25 to 34 years,Total,20.5
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,All ISCED 2011 levels,From 25 to 34 years,Males,19.5
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,All ISCED 2011 levels,From 25 to 34 years,Females,21.5
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,25.6
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,21.5
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,30.7
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,19.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,16.9
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,23.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,13.7
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,13.2
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,14.3
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,36.6
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,22.5
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,45.2
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,39.2
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,40.4
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,38.4
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,45.6
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,50.7
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,41.9
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Total,7.7
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Males,5.5
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Females,10.0
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Total,6.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Males,5.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Females,7.9
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Total,5.5
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Males,6.3
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Females,4.7
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,8.3
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,6.4
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,10.7
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,6.5
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,4.9
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,8.7
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,3.7
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,3.7
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,3.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,11.2
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,9.6
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,12.1
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,11.4
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,16.3
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,8.1
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,11.7
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,18.1
Cultural sites (historical monuments museums art galleries or archaeological sites),Bulgaria,At least 4 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,7.0
Cultural sites (historical monuments museums art galleries or archaeological sites),Czechia,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 24 years,Total,37.1
Cultural sites (historical monuments museums art galleries or archaeological sites),Czechia,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 24 years,Males,44.7
Cultural sites (historical monuments museums art galleries or archaeological sites),Czechia,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 24 years,Females,28.7
Cultural sites (historical monuments museums art galleries or archaeological sites),Czechia,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 29 years,Total,39.1
Cultural sites (historical monuments museums art galleries or archaeological sites),Czechia,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 29 years,Males,46.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Czechia,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 29 years,Females,31.2
Cultural sites (historical monuments museums art galleries or archaeological sites),Czechia,Not in the last 12 months,2015,All ISCED 2011 levels,From 25 to 34 years,Total,43.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Czechia,Not in the last 12 months,2015,All ISCED 2011 levels,From 25 to 34 years,Males,48.7
Cultural sites (historical monuments museums art galleries or archaeological sites),Czechia,Not in the last 12 months,2015,All ISCED 2011 levels,From 25 to 34 years,Females,38.6
Cultural sites (historical monuments museums art galleries or archaeological sites),Czechia,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,37.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Czechia,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,46.4
Cultural sites (historical monuments museums art galleries or archaeological sites),Czechia,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,27.2
Cultural sites (historical monuments museums art galleries or archaeological sites),Czechia,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,42.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Czechia,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,49.7
Cultural sites (historical monuments museums art galleries or archaeological sites),Czechia,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,34.2
Cultural sites (historical monuments museums art galleries or archaeological sites),Czechia,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,50.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Czechia,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,53.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Czechia,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,46.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Czechia,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,20.8
Cultural sites (historical monuments museums art galleries or archaeological sites),Czechia,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,26.2
Cultural sites (historical monuments museums art galleries or archaeological sites),Czechia,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,16.4
Cultural sites (historical monuments museums art galleries or archaeological sites),Czechia,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,25.2
Cultural sites (historical monuments museums art galleries or archaeological sites),Czechia,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,34.0
