SECT_PERF,COUNTRY,TIME,VALUE
Higher education sector,Germany (until 1990 former territory of the FRG),2006,0.41
Higher education sector,Germany (until 1990 former territory of the FRG),2007,0.4
Higher education sector,Germany (until 1990 former territory of the FRG),2008,0.44
Higher education sector,Germany (until 1990 former territory of the FRG),2009,0.49
Higher education sector,Germany (until 1990 former territory of the FRG),2010,0.5
Higher education sector,Germany (until 1990 former territory of the FRG),2011,0.5
Higher education sector,Germany (until 1990 former territory of the FRG),2012,0.51
Higher education sector,Germany (until 1990 former territory of the FRG),2013,0.51
Higher education sector,Germany (until 1990 former territory of the FRG),2014,0.51
Higher education sector,Germany (until 1990 former territory of the FRG),2015,0.51
Higher education sector,Germany (until 1990 former territory of the FRG),2016,0.53
Higher education sector,Germany (until 1990 former territory of the FRG),2017,0.53
Higher education sector,Germany (until 1990 former territory of the FRG),2018,0.55
Higher education sector,Germany (until 1990 former territory of the FRG),2019,0.55
Higher education sector,Germany (until 1990 former territory of the FRG),2020,0.57
Higher education sector,Denmark,2000,0.43
Higher education sector,Denmark,2001,0.44
Higher education sector,Denmark,2002,0.56
Higher education sector,Denmark,2003,0.58
Higher education sector,Denmark,2004,0.59
Higher education sector,Denmark,2005,0.59
Higher education sector,Denmark,2006,0.62
Higher education sector,Denmark,2007,0.66
Higher education sector,Denmark,2008,0.75
Higher education sector,Denmark,2009,0.85
Higher education sector,Denmark,2010,0.88
Higher education sector,Denmark,2011,0.91
Higher education sector,Denmark,2012,0.94
Higher education sector,Denmark,2013,1.01
Higher education sector,Denmark,2014,0.98
Higher education sector,Denmark,2015,1.04
Higher education sector,Denmark,2016,1
Higher education sector,Denmark,2017,0.97
Higher education sector,Denmark,2018,1
Higher education sector,Denmark,2019,1
Higher education sector,Denmark,2020,1.09
Higher education sector,Estonia,2000,0.31
Higher education sector,Estonia,2001,0.35
Higher education sector,Estonia,2002,0.34
Higher education sector,Estonia,2003,0.36
Higher education sector,Estonia,2004,0.38
Higher education sector,Estonia,2005,0.38
Higher education sector,Estonia,2006,0.45
Higher education sector,Estonia,2007,0.44
Higher education sector,Estonia,2008,0.54
Higher education sector,Estonia,2009,0.59
Higher education sector,Estonia,2010,0.6
Higher education sector,Estonia,2011,0.64
Higher education sector,Estonia,2012,0.68
Higher education sector,Estonia,2013,0.73
Higher education sector,Estonia,2014,0.63
Higher education sector,Estonia,2015,0.61
Higher education sector,Estonia,2016,0.44
Higher education sector,Estonia,2017,0.51
Higher education sector,Estonia,2018,0.63
Higher education sector,Estonia,2019,0.58
Higher education sector,Estonia,2020,0.6
Higher education sector,Greece,2001,0.25
Higher education sector,Greece,2003,0.26
Higher education sector,Greece,2004,0.25
Higher education sector,Greece,2005,0.27
Higher education sector,Greece,2006,0.27
Higher education sector,Greece,2007,0.28
Higher education sector,Greece,2008,0.22
Higher education sector,Greece,2009,0.23
Higher education sector,Greece,2010,0.22
Higher education sector,Greece,2011,0.28
Higher education sector,Greece,2012,0.28
Higher education sector,Greece,2013,0.31
Higher education sector,Greece,2014,0.31
Higher education sector,Greece,2015,0.37
Higher education sector,Greece,2016,0.32
Higher education sector,Greece,2017,0.33
Higher education sector,Greece,2018,0.34
Higher education sector,Greece,2019,0.39
Higher education sector,Greece,2020,0.47
Higher education sector,Spain,2000,0.26
Higher education sector,Spain,2001,0.27
Higher education sector,Spain,2002,0.29
Higher education sector,Spain,2003,0.31
Higher education sector,Spain,2004,0.31
Higher education sector,Spain,2005,0.32
Higher education sector,Spain,2006,0.33
Higher education sector,Spain,2007,0.33
Higher education sector,Spain,2008,0.35
Higher education sector,Spain,2009,0.38
Higher education sector,Spain,2010,0.38
Higher education sector,Spain,2011,0.38
Higher education sector,Spain,2012,0.36
Higher education sector,Spain,2013,0.36
Higher education sector,Spain,2014,0.35
Higher education sector,Spain,2015,0.34
Higher education sector,Spain,2016,0.33
Higher education sector,Spain,2017,0.33
Higher education sector,Spain,2018,0.33
Higher education sector,Spain,2019,0.33
Higher education sector,Spain,2020,0.37
Higher education sector,Finland,2000,0.58
Higher education sector,Finland,2001,0.58
Higher education sector,Finland,2002,0.62
Higher education sector,Finland,2003,0.63
Higher education sector,Finland,2004,0.66
Higher education sector,Finland,2005,0.63
Higher education sector,Finland,2006,0.62
Higher education sector,Finland,2007,0.62
Higher education sector,Finland,2008,0.61
Higher education sector,Finland,2009,0.71
Higher education sector,Finland,2010,0.76
Higher education sector,Finland,2011,0.72
Higher education sector,Finland,2012,0.73
Higher education sector,Finland,2013,0.7
Higher education sector,Finland,2014,0.72
Higher education sector,Finland,2015,0.7
Higher education sector,Finland,2016,0.68
Higher education sector,Finland,2017,0.69
Higher education sector,Finland,2018,0.7
Higher education sector,Finland,2019,0.71
Higher education sector,Finland,2020,0.72
Higher education sector,France,2000,0.39
Higher education sector,France,2001,0.4
Higher education sector,France,2002,0.41
Higher education sector,France,2003,0.41
Higher education sector,France,2004,0.39
Higher education sector,France,2005,0.39
Higher education sector,France,2006,0.39
Higher education sector,France,2007,0.39
Higher education sector,France,2008,0.41
Higher education sector,France,2009,0.46
Higher education sector,France,2010,0.47
Higher education sector,France,2011,0.46
Higher education sector,France,2012,0.46
Higher education sector,France,2013,0.47
Higher education sector,France,2014,0.46
Higher education sector,France,2015,0.46
Higher education sector,France,2016,0.46
Higher education sector,France,2017,0.45
Higher education sector,France,2018,0.45
Higher education sector,France,2019,0.44
Higher education sector,France,2020,0.48
Higher education sector,Croatia,2002,0.33
Higher education sector,Croatia,2003,0.37
Higher education sector,Croatia,2004,0.38
Higher education sector,Croatia,2005,0.29
Higher education sector,Croatia,2006,0.27
Higher education sector,Croatia,2007,0.27
Higher education sector,Croatia,2008,0.27
Higher education sector,Croatia,2009,0.27
Higher education sector,Croatia,2010,0.21
Higher education sector,Croatia,2011,0.21
Higher education sector,Croatia,2012,0.2
Higher education sector,Croatia,2013,0.19
Higher education sector,Croatia,2014,0.2
Higher education sector,Croatia,2015,0.2
Higher education sector,Croatia,2016,0.28
Higher education sector,Croatia,2017,0.25
Higher education sector,Croatia,2018,0.31
Higher education sector,Croatia,2019,0.35
Higher education sector,Croatia,2020,0.4
Higher education sector,Hungary,2000,0.19
Higher education sector,Hungary,2001,0.24
Higher education sector,Hungary,2002,0.25
Higher education sector,Hungary,2003,0.25
Higher education sector,Hungary,2004,0.21
Higher education sector,Hungary,2005,0.23
Higher education sector,Hungary,2006,0.24
Higher education sector,Hungary,2007,0.22
Higher education sector,Hungary,2008,0.22
Higher education sector,Hungary,2009,0.24
Higher education sector,Hungary,2010,0.22
Higher education sector,Hungary,2011,0.24
Higher education sector,Hungary,2012,0.23
Higher education sector,Hungary,2013,0.2
Higher education sector,Hungary,2014,0.18
Higher education sector,Hungary,2015,0.16
Higher education sector,Hungary,2016,0.13
Higher education sector,Hungary,2017,0.18
Higher education sector,Hungary,2018,0.19
Higher education sector,Hungary,2019,0.21
Higher education sector,Hungary,2020,0.21
Higher education sector,Ireland,2000,0.22
Higher education sector,Ireland,2001,0.23
Higher education sector,Ireland,2002,0.24
Higher education sector,Ireland,2003,0.28
Higher education sector,Ireland,2004,0.31
Higher education sector,Ireland,2005,0.32
Higher education sector,Ireland,2006,0.32
Higher education sector,Ireland,2007,0.33
Higher education sector,Ireland,2008,0.4
Higher education sector,Ireland,2009,0.43
Higher education sector,Ireland,2010,0.42
Higher education sector,Ireland,2011,0.39
Higher education sector,Ireland,2012,0.36
Higher education sector,Ireland,2013,0.37
Higher education sector,Ireland,2014,0.37
Higher education sector,Ireland,2015,0.28
Higher education sector,Ireland,2016,0.28
Higher education sector,Ireland,2017,0.27
Higher education sector,Ireland,2018,0.27
Higher education sector,Ireland,2019,0.27
Higher education sector,Ireland,2020,0.28
Higher education sector,Iceland,2000,0.42
Higher education sector,Iceland,2001,0.53
Higher education sector,Iceland,2002,0.45
Higher education sector,Iceland,2003,0.58
Higher education sector,Iceland,2005,0.59
Higher education sector,Iceland,2006,0.68
Higher education sector,Iceland,2007,0.64
Higher education sector,Iceland,2008,0.62
Higher education sector,Iceland,2009,0.65
Higher education sector,Iceland,2010,0.64
Higher education sector,Iceland,2011,0.63
Higher education sector,Iceland,2013,0.63
Higher education sector,Iceland,2014,0.64
Higher education sector,Iceland,2015,0.64
Higher education sector,Iceland,2016,0.65
Higher education sector,Iceland,2017,0.66
Higher education sector,Iceland,2018,0.63
Higher education sector,Iceland,2019,0.65
Higher education sector,Iceland,2020,0.71
Higher education sector,Italy,2000,0.31
Higher education sector,Italy,2001,0.34
Higher education sector,Italy,2002,0.35
Higher education sector,Italy,2003,0.36
Higher education sector,Italy,2004,0.34
Higher education sector,Italy,2005,0.32
Higher education sector,Italy,2006,0.33
Higher education sector,Italy,2007,0.34
Higher education sector,Italy,2008,0.35
Higher education sector,Italy,2009,0.37
Higher education sector,Italy,2010,0.35
Higher education sector,Italy,2011,0.34
Higher education sector,Italy,2012,0.35
Higher education sector,Italy,2013,0.37
Higher education sector,Italy,2014,0.36
Higher education sector,Italy,2015,0.34
Higher education sector,Italy,2016,0.33
Higher education sector,Italy,2017,0.32
Higher education sector,Italy,2018,0.32
Higher education sector,Italy,2019,0.33
Higher education sector,Italy,2020,0.36
Higher education sector,Lithuania,2000,0.21
Higher education sector,Lithuania,2001,0.21
Higher education sector,Lithuania,2002,0.33
Higher education sector,Lithuania,2003,0.35
Higher education sector,Lithuania,2004,0.41
Higher education sector,Lithuania,2005,0.41
Higher education sector,Lithuania,2006,0.39
Higher education sector,Lithuania,2007,0.41
Higher education sector,Lithuania,2008,0.42
Higher education sector,Lithuania,2009,0.43
Higher education sector,Lithuania,2010,0.42
Higher education sector,Lithuania,2011,0.49
Higher education sector,Lithuania,2012,0.48
Higher education sector,Lithuania,2013,0.52
Higher education sector,Lithuania,2014,0.54
Higher education sector,Lithuania,2015,0.58
Higher education sector,Lithuania,2016,0.33
Higher education sector,Lithuania,2017,0.32
Higher education sector,Lithuania,2018,0.34
Higher education sector,Lithuania,2019,0.36
Higher education sector,Lithuania,2020,0.42
Higher education sector,Luxembourg,2000,0
Higher education sector,Luxembourg,2001,0.01
Higher education sector,Luxembourg,2003,0.01
Higher education sector,Luxembourg,2004,0.02
Higher education sector,Luxembourg,2005,0.02
Higher education sector,Luxembourg,2006,0.04
Higher education sector,Luxembourg,2007,0.05
Higher education sector,Luxembourg,2008,0.09
Higher education sector,Luxembourg,2009,0.13
Higher education sector,Luxembourg,2010,0.18
Higher education sector,Luxembourg,2011,0.15
Higher education sector,Luxembourg,2012,0.2
Higher education sector,Luxembourg,2013,0.23
Higher education sector,Luxembourg,2014,0.21
Higher education sector,Luxembourg,2015,0.23
Higher education sector,Luxembourg,2016,0.24
Higher education sector,Luxembourg,2017,0.25
Higher education sector,Luxembourg,2018,0.24
Higher education sector,Luxembourg,2019,0.26
Higher education sector,Luxembourg,2020,0.25
Higher education sector,Latvia,2000,0.16
Higher education sector,Latvia,2001,0.17
Higher education sector,Latvia,2002,0.16
Higher education sector,Latvia,2003,0.15
Higher education sector,Latvia,2004,0.14
Higher education sector,Latvia,2005,0.21
Higher education sector,Latvia,2006,0.22
Higher education sector,Latvia,2007,0.24
Higher education sector,Latvia,2008,0.27
Higher education sector,Latvia,2009,0.17
Higher education sector,Latvia,2010,0.24
Higher education sector,Latvia,2011,0.35
Higher education sector,Latvia,2012,0.33
Higher education sector,Latvia,2013,0.26
Higher education sector,Latvia,2014,0.28
Higher education sector,Latvia,2015,0.31
Higher education sector,Latvia,2016,0.19
Higher education sector,Latvia,2017,0.24
Higher education sector,Latvia,2018,0.33
Higher education sector,Latvia,2019,0.35
Higher education sector,Latvia,2020,0.35
Higher education sector,Montenegro,2011,0.14
Higher education sector,Montenegro,2013,0.12
Higher education sector,Montenegro,2014,0.14
Higher education sector,Montenegro,2015,0.17
Higher education sector,Montenegro,2016,0.19
Higher education sector,Montenegro,2017,0.17
Higher education sector,Montenegro,2018,0.17
Higher education sector,North Macedonia,2015,0.3
Higher education sector,North Macedonia,2016,0.27
Higher education sector,North Macedonia,2017,0.22
Higher education sector,North Macedonia,2018,0.21
Higher education sector,North Macedonia,2019,0.23
Higher education sector,North Macedonia,2020,0.24
Higher education sector,Malta,2002,0.15
Higher education sector,Malta,2003,0.15
Higher education sector,Malta,2004,0.15
Higher education sector,Malta,2005,0.15
Higher education sector,Malta,2006,0.17
Higher education sector,Malta,2007,0.17
Higher education sector,Malta,2008,0.16
Higher education sector,Malta,2009,0.16
Higher education sector,Malta,2010,0.21
Higher education sector,Malta,2011,0.21
Higher education sector,Malta,2012,0.28
Higher education sector,Malta,2013,0.29
Higher education sector,Malta,2014,0.24
Higher education sector,Malta,2015,0.23
Higher education sector,Malta,2016,0.21
Higher education sector,Malta,2017,0.19
Higher education sector,Malta,2018,0.21
Higher education sector,Malta,2019,0.21
Higher education sector,Malta,2020,0.23
Higher education sector,Netherlands,2000,0.57
Higher education sector,Netherlands,2001,0.57
Higher education sector,Netherlands,2002,0.61
Higher education sector,Netherlands,2003,0.61
Higher education sector,Netherlands,2004,0.59
Higher education sector,Netherlands,2005,0.61
Higher education sector,Netherlands,2006,0.59
Higher education sector,Netherlands,2007,0.58
Higher education sector,Netherlands,2008,0.62
Higher education sector,Netherlands,2009,0.67
Higher education sector,Netherlands,2010,0.69
Higher education sector,Netherlands,2011,0.61
Higher education sector,Netherlands,2012,0.61
Higher education sector,Netherlands,2013,0.62
Higher education sector,Netherlands,2014,0.63
Higher education sector,Netherlands,2015,0.64
Higher education sector,Netherlands,2016,0.61
Higher education sector,Netherlands,2017,0.61
Higher education sector,Netherlands,2018,0.59
Higher education sector,Netherlands,2019,0.6
Higher education sector,Netherlands,2020,0.62
Higher education sector,Norway,2001,0.4
Higher education sector,Norway,2002,0.44
Higher education sector,Norway,2003,0.46
Higher education sector,Norway,2004,0.46
Higher education sector,Norway,2005,0.46
Higher education sector,Norway,2006,0.45
Higher education sector,Norway,2007,0.5
Higher education sector,Norway,2008,0.5
Higher education sector,Norway,2009,0.55
Higher education sector,Norway,2010,0.53
Higher education sector,Norway,2011,0.51
Higher education sector,Norway,2012,0.51
Higher education sector,Norway,2013,0.52
Higher education sector,Norway,2014,0.53
Higher education sector,Norway,2015,0.6
Higher education sector,Norway,2016,0.67
Higher education sector,Norway,2017,0.71
Higher education sector,Norway,2018,0.71
Higher education sector,Norway,2019,0.74
Higher education sector,Norway,2020,0.76
Higher education sector,Poland,2000,0.2
Higher education sector,Poland,2001,0.2
Higher education sector,Poland,2002,0.19
Higher education sector,Poland,2003,0.17
Higher education sector,Poland,2004,0.18
Higher education sector,Poland,2005,0.18
Higher education sector,Poland,2006,0.17
Higher education sector,Poland,2007,0.19
Higher education sector,Poland,2008,0.2
Higher education sector,Poland,2009,0.25
Higher education sector,Poland,2010,0.27
Higher education sector,Poland,2011,0.26
Higher education sector,Poland,2012,0.3
Higher education sector,Poland,2013,0.26
Higher education sector,Poland,2014,0.28
Higher education sector,Poland,2015,0.29
Higher education sector,Poland,2016,0.3
Higher education sector,Poland,2017,0.34
Higher education sector,Poland,2018,0.38
Higher education sector,Poland,2019,0.47
Higher education sector,Poland,2020,0.49
Higher education sector,Portugal,2000,0.27
Higher education sector,Portugal,2001,0.28
Higher education sector,Portugal,2002,0.27
Higher education sector,Portugal,2003,0.27
Higher education sector,Portugal,2004,0.27
Higher education sector,Portugal,2005,0.27
Higher education sector,Portugal,2006,0.3
Higher education sector,Portugal,2007,0.33
Higher education sector,Portugal,2008,0.5
Higher education sector,Portugal,2009,0.58
Higher education sector,Portugal,2010,0.57
Higher education sector,Portugal,2011,0.53
Higher education sector,Portugal,2012,0.5
Higher education sector,Portugal,2013,0.59
Higher education sector,Portugal,2014,0.59
Higher education sector,Portugal,2015,0.57
Higher education sector,Portugal,2016,0.57
Higher education sector,Portugal,2017,0.56
Higher education sector,Portugal,2018,0.56
Higher education sector,Portugal,2019,0.56
Higher education sector,Portugal,2020,0.58
Higher education sector,Romania,2000,0.04
Higher education sector,Romania,2001,0.04
Higher education sector,Romania,2002,0.06
Higher education sector,Romania,2003,0.04
Higher education sector,Romania,2004,0.04
Higher education sector,Romania,2005,0.06
Higher education sector,Romania,2006,0.08
Higher education sector,Romania,2007,0.12
Higher education sector,Romania,2008,0.16
Higher education sector,Romania,2009,0.11
Higher education sector,Romania,2010,0.11
Higher education sector,Romania,2011,0.11
Higher education sector,Romania,2012,0.1
Higher education sector,Romania,2013,0.08
Higher education sector,Romania,2014,0.06
Higher education sector,Romania,2015,0.09
Higher education sector,Romania,2016,0.05
Higher education sector,Romania,2017,0.05
Higher education sector,Romania,2018,0.05
Higher education sector,Romania,2019,0.05
Higher education sector,Romania,2020,0.04
Higher education sector,Serbia,2009,0.45
Higher education sector,Serbia,2010,0.36
Higher education sector,Serbia,2011,0.39
Higher education sector,Serbia,2012,0.39
Higher education sector,Serbia,2013,0.36
Higher education sector,Serbia,2014,0.33
Higher education sector,Serbia,2015,0.33
Higher education sector,Serbia,2016,0.3
Higher education sector,Serbia,2017,0.32
Higher education sector,Serbia,2018,0.3
Higher education sector,Serbia,2019,0.31
Higher education sector,Serbia,2020,0.29
Higher education sector,Sweden,2001,0.76
Higher education sector,Sweden,2003,0.78
Higher education sector,Sweden,2004,0.77
Higher education sector,Sweden,2005,0.74
Higher education sector,Sweden,2006,0.72
Higher education sector,Sweden,2007,0.71
Higher education sector,Sweden,2008,0.74
Higher education sector,Sweden,2009,0.84
Higher education sector,Sweden,2010,0.83
Higher education sector,Sweden,2011,0.84
Higher education sector,Sweden,2012,0.88
Higher education sector,Sweden,2013,0.89
Higher education sector,Sweden,2014,0.9
Higher education sector,Sweden,2015,0.86
Higher education sector,Sweden,2016,0.87
Higher education sector,Sweden,2017,0.84
Higher education sector,Sweden,2018,0.84
Higher education sector,Sweden,2019,0.8
Higher education sector,Sweden,2020,0.82
Higher education sector,Slovenia,2000,0.23
Higher education sector,Slovenia,2001,0.24
Higher education sector,Slovenia,2002,0.22
Higher education sector,Slovenia,2003,0.17
Higher education sector,Slovenia,2004,0.18
Higher education sector,Slovenia,2005,0.24
Higher education sector,Slovenia,2006,0.23
Higher education sector,Slovenia,2007,0.22
Higher education sector,Slovenia,2008,0.22
Higher education sector,Slovenia,2009,0.26
Higher education sector,Slovenia,2010,0.29
Higher education sector,Slovenia,2011,0.28
Higher education sector,Slovenia,2012,0.28
Higher education sector,Slovenia,2013,0.27
Higher education sector,Slovenia,2014,0.25
Higher education sector,Slovenia,2015,0.22
Higher education sector,Slovenia,2016,0.22
Higher education sector,Slovenia,2017,0.21
Higher education sector,Slovenia,2018,0.23
Higher education sector,Slovenia,2019,0.24
Higher education sector,Slovenia,2020,0.26
Higher education sector,Slovakia,2000,0.06
Higher education sector,Slovakia,2001,0.06
Higher education sector,Slovakia,2002,0.05
Higher education sector,Slovakia,2003,0.07
Higher education sector,Slovakia,2004,0.1
Higher education sector,Slovakia,2005,0.1
Higher education sector,Slovakia,2006,0.11
Higher education sector,Slovakia,2007,0.11
Higher education sector,Slovakia,2008,0.11
Higher education sector,Slovakia,2009,0.12
Higher education sector,Slovakia,2010,0.17
Higher education sector,Slovakia,2011,0.23
Higher education sector,Slovakia,2012,0.27
Higher education sector,Slovakia,2013,0.27
Higher education sector,Slovakia,2014,0.3
Higher education sector,Slovakia,2015,0.51
Higher education sector,Slovakia,2016,0.22
Higher education sector,Slovakia,2017,0.22
Higher education sector,Slovakia,2018,0.2
Higher education sector,Slovakia,2019,0.21
Higher education sector,Slovakia,2020,0.24
Higher education sector,United Kingdom,2000,0.33
Higher education sector,United Kingdom,2001,0.36
Higher education sector,United Kingdom,2002,0.39
Higher education sector,United Kingdom,2003,0.38
Higher education sector,United Kingdom,2004,0.38
Higher education sector,United Kingdom,2005,0.4
Higher education sector,United Kingdom,2006,0.41
Higher education sector,United Kingdom,2007,0.42
Higher education sector,United Kingdom,2008,0.43
Higher education sector,United Kingdom,2009,0.47
Higher education sector,United Kingdom,2010,0.44
Higher education sector,United Kingdom,2011,0.43
Higher education sector,United Kingdom,2012,0.42
Higher education sector,United Kingdom,2013,0.43
Higher education sector,United Kingdom,2014,0.42
Higher education sector,United Kingdom,2015,0.42
Higher education sector,United Kingdom,2016,0.4
Higher education sector,United Kingdom,2017,0.4
Higher education sector,United Kingdom,2018,0.41
Higher education sector,United Kingdom,2019,0.41
Private non-profit sector,Austria,2002,0.01
Private non-profit sector,Austria,2004,0.01
Private non-profit sector,Austria,2005,0.01
Private non-profit sector,Austria,2006,0.01
Private non-profit sector,Austria,2007,0.01
Private non-profit sector,Austria,2008,0.01
Private non-profit sector,Austria,2009,0.01
Private non-profit sector,Austria,2010,0.01
Private non-profit sector,Austria,2011,0.01
Private non-profit sector,Austria,2012,0.01
Private non-profit sector,Austria,2013,0.01
Private non-profit sector,Austria,2014,0.01
Private non-profit sector,Austria,2015,0.01
Private non-profit sector,Austria,2016,0.02
Private non-profit sector,Austria,2017,0.02
Private non-profit sector,Austria,2018,0.02
Private non-profit sector,Austria,2019,0.02
Private non-profit sector,Austria,2020,0.02
Private non-profit sector,Bosnia and Herzegovina,2012,0
Private non-profit sector,Bosnia and Herzegovina,2013,0
Private non-profit sector,Bosnia and Herzegovina,2014,0
Private non-profit sector,Bosnia and Herzegovina,2019,0
Private non-profit sector,Belgium,2000,0.02
Private non-profit sector,Belgium,2001,0.02
Private non-profit sector,Belgium,2002,0.02
Private non-profit sector,Belgium,2003,0.02
Private non-profit sector,Belgium,2004,0.03
Private non-profit sector,Belgium,2005,0.02
Private non-profit sector,Belgium,2006,0.03
Private non-profit sector,Belgium,2007,0.02
Private non-profit sector,Belgium,2008,0.02
Private non-profit sector,Belgium,2009,0.02
Private non-profit sector,Belgium,2010,0.02
Private non-profit sector,Belgium,2011,0.02
Private non-profit sector,Belgium,2012,0.01
Private non-profit sector,Belgium,2013,0.01
Private non-profit sector,Belgium,2014,0.01
Private non-profit sector,Belgium,2015,0.01
Private non-profit sector,Belgium,2016,0.02
Private non-profit sector,Belgium,2017,0.01
Private non-profit sector,Belgium,2018,0.02
Private non-profit sector,Belgium,2019,0.02
Private non-profit sector,Belgium,2020,0.03
Private non-profit sector,Bulgaria,2000,0
Private non-profit sector,Bulgaria,2001,0
Private non-profit sector,Bulgaria,2002,0
Private non-profit sector,Bulgaria,2003,0
Private non-profit sector,Bulgaria,2004,0
Private non-profit sector,Bulgaria,2005,0.01
Private non-profit sector,Bulgaria,2006,0
Private non-profit sector,Bulgaria,2007,0
Private non-profit sector,Bulgaria,2008,0
Private non-profit sector,Bulgaria,2009,0
Private non-profit sector,Bulgaria,2010,0
Private non-profit sector,Bulgaria,2011,0
Private non-profit sector,Bulgaria,2012,0.01
Private non-profit sector,Bulgaria,2013,0
Private non-profit sector,Bulgaria,2014,0.01
Private non-profit sector,Bulgaria,2015,0.01
Private non-profit sector,Bulgaria,2016,0
Private non-profit sector,Bulgaria,2017,0.01
Private non-profit sector,Bulgaria,2018,0
Private non-profit sector,Bulgaria,2019,0.01
Private non-profit sector,Bulgaria,2020,0.01
Private non-profit sector,Switzerland,2000,0.04
Private non-profit sector,Switzerland,2004,0.06
Private non-profit sector,Switzerland,2008,0.04
Private non-profit sector,Switzerland,2012,0.05
Private non-profit sector,Switzerland,2015,0.08
Private non-profit sector,Switzerland,2017,0.08
Private non-profit sector,Switzerland,2019,0.08
Private non-profit sector,Cyprus,2000,0.02
Private non-profit sector,Cyprus,2001,0.02
Private non-profit sector,Cyprus,2002,0.03
Private non-profit sector,Cyprus,2003,0.02
Private non-profit sector,Cyprus,2004,0.02
Private non-profit sector,Cyprus,2005,0.03
Private non-profit sector,Cyprus,2006,0.03
Private non-profit sector,Cyprus,2007,0.03
Private non-profit sector,Cyprus,2008,0.04
Private non-profit sector,Cyprus,2009,0.06
Private non-profit sector,Cyprus,2010,0.06
Private non-profit sector,Cyprus,2011,0.07
Private non-profit sector,Cyprus,2012,0.06
Private non-profit sector,Cyprus,2013,0.06
Private non-profit sector,Cyprus,2014,0.08
Private non-profit sector,Cyprus,2015,0.07
Private non-profit sector,Cyprus,2016,0.07
Private non-profit sector,Cyprus,2017,0.06
Private non-profit sector,Cyprus,2018,0.07
Private non-profit sector,Cyprus,2019,0.08
Private non-profit sector,Cyprus,2020,0.09
Private non-profit sector,Czechia,2000,0.01
Private non-profit sector,Czechia,2001,0.01
Private non-profit sector,Czechia,2002,0
Private non-profit sector,Czechia,2003,0
Private non-profit sector,Czechia,2004,0
Private non-profit sector,Czechia,2005,0.01
Private non-profit sector,Czechia,2006,0.01
Private non-profit sector,Czechia,2007,0.01
Private non-profit sector,Czechia,2008,0.01
Private non-profit sector,Czechia,2009,0.01
Private non-profit sector,Czechia,2010,0.01
Private non-profit sector,Czechia,2011,0.01
Private non-profit sector,Czechia,2012,0.01
Private non-profit sector,Czechia,2013,0.01
Private non-profit sector,Czechia,2014,0.01
Private non-profit sector,Czechia,2015,0.01
Private non-profit sector,Czechia,2016,0
Private non-profit sector,Czechia,2017,0
Private non-profit sector,Czechia,2018,0
Private non-profit sector,Czechia,2019,0.01
Private non-profit sector,Czechia,2020,0.01
Private non-profit sector,Germany (until 1990 former territory of the FRG),2003
Private non-profit sector,Germany (until 1990 former territory of the FRG),2004
Private non-profit sector,Germany (until 1990 former territory of the FRG),2005
Private non-profit sector,Germany (until 1990 former territory of the FRG),2006
Private non-profit sector,Germany (until 1990 former territory of the FRG),2007
Private non-profit sector,Germany (until 1990 former territory of the FRG),2008
Private non-profit sector,Germany (until 1990 former territory of the FRG),2009
Private non-profit sector,Germany (until 1990 former territory of the FRG),2010
Private non-profit sector,Germany (until 1990 former territory of the FRG),2011
Private non-profit sector,Germany (until 1990 former territory of the FRG),2012
Private non-profit sector,Germany (until 1990 former territory of the FRG),2013
Private non-profit sector,Germany (until 1990 former territory of the FRG),2014
Private non-profit sector,Germany (until 1990 former territory of the FRG),2015
Private non-profit sector,Denmark,2000,0.02
Private non-profit sector,Denmark,2001,0.02
Private non-profit sector,Denmark,2002,0.01
Private non-profit sector,Denmark,2003,0.02
Private non-profit sector,Denmark,2004,0.02
Private non-profit sector,Denmark,2005,0.02
Private non-profit sector,Denmark,2006,0.01
Private non-profit sector,Denmark,2007,0.01
Private non-profit sector,Denmark,2008,0.01
Private non-profit sector,Denmark,2009,0.01
Private non-profit sector,Denmark,2010,0.01
Private non-profit sector,Denmark,2011,0.01
Private non-profit sector,Denmark,2012,0.01
Private non-profit sector,Denmark,2013,0.01
Private non-profit sector,Denmark,2014,0.01
Private non-profit sector,Denmark,2015,0.01
Private non-profit sector,Denmark,2016,0.01
Private non-profit sector,Denmark,2017,0.01
Private non-profit sector,Denmark,2018,0.01
Private non-profit sector,Denmark,2019,0.01
Private non-profit sector,Denmark,2020,0.01
Private non-profit sector,Estonia,2000,0.01
Private non-profit sector,Estonia,2001,0.01
Private non-profit sector,Estonia,2002,0.03
Private non-profit sector,Estonia,2003,0.02
Private non-profit sector,Estonia,2004,0.02
Private non-profit sector,Estonia,2005,0.02
Private non-profit sector,Estonia,2006,0.02
Private non-profit sector,Estonia,2007,0.03
Private non-profit sector,Estonia,2008,0.03
Private non-profit sector,Estonia,2009,0.03
Private non-profit sector,Estonia,2010,0.02
Private non-profit sector,Estonia,2011,0.02
Private non-profit sector,Estonia,2012,0.02
Private non-profit sector,Estonia,2013,0.02
Private non-profit sector,Estonia,2014,0.02
Private non-profit sector,Estonia,2015,0.03
Private non-profit sector,Estonia,2016,0.02
Private non-profit sector,Estonia,2017,0.02
Private non-profit sector,Estonia,2018,0.02
Private non-profit sector,Estonia,2019,0.02
Private non-profit sector,Estonia,2020,0.03
Private non-profit sector,Greece,2001,0
Private non-profit sector,Greece,2003,0.01
Private non-profit sector,Greece,2004,0
