TIME,COUNTRY,ISCEDF13,VALUE
2017,Romania,Social work and counselling,80
2017,Romania,Services,886
2017,Romania,Domestic services,0
2017,Romania,Hair and beauty services,0
2017,Romania,Hotel restaurants and catering,0
2017,Romania,Sports,549
2017,Romania,Travel tourism and leisure,21
2017,Romania,Transport services,231
2017,Slovenia,Total,3090
2017,Slovenia,Education,149
2017,Slovenia,Arts and humanities,350
2017,Slovenia,Social sciences journalism and information,508
2017,Slovenia,Business administration and law,495
2017,Slovenia,Natural sciences mathematics and statistics,224
2017,Slovenia,Biology,0
2017,Slovenia,Biochemistry,0
2017,Slovenia,Environment,0
2017,Slovenia,Physical sciences,0
2017,Slovenia,Mathematics and statistics,0
2017,Slovenia,Information and Communication Technologies,188
2017,Slovenia,Engineering manufacturing and construction,672
2017,Slovenia,Engineering and engineering trades,0
2017,Slovenia,Manufacturing and processing,0
2017,Slovenia,Architecture and construction,0
2017,Slovenia,Agriculture forestry fisheries and veterinary,78
2017,Slovenia,Health and welfare,259
2017,Slovenia,Health,0
2017,Slovenia,Dental studies,0
2017,Slovenia,Medicine therapy and rehabilitation,0
2017,Slovenia,Welfare,0
2017,Slovenia,Care of the elderly and of disabled adults,0
2017,Slovenia,Child care and youth services,0
2017,Slovenia,Social work and counselling,0
2017,Slovenia,Services,168
2017,Slovenia,Domestic services,0
2017,Slovenia,Hair and beauty services,0
2017,Slovenia,Hotel restaurants and catering,0
2017,Slovenia,Sports,0
2017,Slovenia,Travel tourism and leisure,0
2017,Slovenia,Transport services,0
2017,Slovakia,Total,10764
2017,Slovakia,Education,911
2017,Slovakia,Arts and humanities,780
2017,Slovakia,Social sciences journalism and information,420
2017,Slovakia,Business administration and law,1036
2017,Slovakia,Natural sciences mathematics and statistics,217
2017,Slovakia,Biology,48
2017,Slovakia,Biochemistry,41
2017,Slovakia,Environment,43
2017,Slovakia,Physical sciences,75
2017,Slovakia,Mathematics and statistics,10
2017,Slovakia,Information and Communication Technologies,191
2017,Slovakia,Engineering manufacturing and construction,677
2017,Slovakia,Engineering and engineering trades,379
2017,Slovakia,Manufacturing and processing,108
2017,Slovakia,Architecture and construction,124
2017,Slovakia,Agriculture forestry fisheries and veterinary,304
2017,Slovakia,Health and welfare,6007
2017,Slovakia,Health,5913
2017,Slovakia,Dental studies,314
2017,Slovakia,Medicine therapy and rehabilitation,0
2017,Slovakia,Welfare,86
2017,Slovakia,Care of the elderly and of disabled adults,0
2017,Slovakia,Child care and youth services,0
2017,Slovakia,Social work and counselling,86
2017,Slovakia,Services,221
2017,Slovakia,Domestic services,0
2017,Slovakia,Hair and beauty services,0
2017,Slovakia,Hotel restaurants and catering,0
2017,Slovakia,Sports,33
2017,Slovakia,Travel tourism and leisure,49
2017,Slovakia,Transport services,100
2017,Finland,Total,24168
2017,Finland,Education,630
2017,Finland,Arts and humanities,2497
2017,Finland,Social sciences journalism and information,1209
2017,Finland,Business administration and law,5643
2017,Finland,Natural sciences mathematics and statistics,1528
2017,Finland,Biology,327
2017,Finland,Biochemistry,318
2017,Finland,Environment,149
2017,Finland,Physical sciences,558
2017,Finland,Mathematics and statistics,90
2017,Finland,Information and Communication Technologies,4128
2017,Finland,Engineering manufacturing and construction,4718
2017,Finland,Engineering and engineering trades,3684
2017,Finland,Manufacturing and processing,215
2017,Finland,Architecture and construction,819
2017,Finland,Agriculture forestry fisheries and veterinary,364
2017,Finland,Health and welfare,2358
2017,Finland,Health,1966
2017,Finland,Dental studies,46
2017,Finland,Medicine therapy and rehabilitation,0
2017,Finland,Welfare,392
2017,Finland,Care of the elderly and of disabled adults,0
2017,Finland,Child care and youth services,0
2017,Finland,Social work and counselling,392
2017,Finland,Services,1093
2017,Finland,Domestic services,33
2017,Finland,Hair and beauty services,1
2017,Finland,Hotel restaurants and catering,319
2017,Finland,Sports,175
2017,Finland,Travel tourism and leisure,379
2017,Finland,Transport services,115
2017,Sweden,Total,28747
2017,Sweden,Education,801
2017,Sweden,Arts and humanities,3569
2017,Sweden,Social sciences journalism and information,3706
2017,Sweden,Business administration and law,3567
2017,Sweden,Natural sciences mathematics and statistics,3879
2017,Sweden,Biology,0
2017,Sweden,Biochemistry,0
2017,Sweden,Environment,421
2017,Sweden,Physical sciences,1795
2017,Sweden,Mathematics and statistics,405
2017,Sweden,Information and Communication Technologies,1926
2017,Sweden,Engineering manufacturing and construction,7244
2017,Sweden,Engineering and engineering trades,5573
2017,Sweden,Manufacturing and processing,515
2017,Sweden,Architecture and construction,1156
2017,Sweden,Agriculture forestry fisheries and veterinary,207
2017,Sweden,Health and welfare,3579
2017,Sweden,Health,3353
2017,Sweden,Dental studies,94
2017,Sweden,Medicine therapy and rehabilitation,0
2017,Sweden,Welfare,226
2017,Sweden,Care of the elderly and of disabled adults,0
2017,Sweden,Child care and youth services,60
2017,Sweden,Social work and counselling,0
2017,Sweden,Services,234
2017,Sweden,Domestic services,0
2017,Sweden,Hair and beauty services,0
2017,Sweden,Hotel restaurants and catering,21
2017,Sweden,Sports,80
2017,Sweden,Travel tourism and leisure,93
2017,Sweden,Transport services,37
2017,Iceland,Total,1231
2017,Iceland,Education,72
2017,Iceland,Arts and humanities,566
2017,Iceland,Social sciences journalism and information,88
2017,Iceland,Business administration and law,123
2017,Iceland,Natural sciences mathematics and statistics,213
2017,Iceland,Biology,27
2017,Iceland,Biochemistry,2
2017,Iceland,Environment,66
2017,Iceland,Physical sciences,110
2017,Iceland,Mathematics and statistics,8
2017,Iceland,Information and Communication Technologies,16
2017,Iceland,Engineering manufacturing and construction,76
2017,Iceland,Engineering and engineering trades,58
2017,Iceland,Manufacturing and processing,4
2017,Iceland,Architecture and construction,8
2017,Iceland,Agriculture forestry fisheries and veterinary,24
2017,Iceland,Health and welfare,38
2017,Iceland,Health,23
2017,Iceland,Dental studies,1
2017,Iceland,Medicine therapy and rehabilitation,0
2017,Iceland,Welfare,0
2017,Iceland,Care of the elderly and of disabled adults,0
2017,Iceland,Child care and youth services,0
2017,Iceland,Social work and counselling,0
2017,Iceland,Services,15
2017,Iceland,Domestic services,0
2017,Iceland,Hair and beauty services,0
2017,Iceland,Hotel restaurants and catering,0
2017,Iceland,Sports,0
2017,Iceland,Travel tourism and leisure,15
2017,Iceland,Transport services,0
2017,Liechtenstein,Total,698
2017,Liechtenstein,Education,0
2017,Liechtenstein,Arts and humanities,0
2017,Liechtenstein,Social sciences journalism and information,0
2017,Liechtenstein,Business administration and law,467
2017,Liechtenstein,Natural sciences mathematics and statistics,0
2017,Liechtenstein,Biology,0
2017,Liechtenstein,Biochemistry,0
2017,Liechtenstein,Environment,0
2017,Liechtenstein,Physical sciences,0
2017,Liechtenstein,Mathematics and statistics,0
2017,Liechtenstein,Information and Communication Technologies,0
2017,Liechtenstein,Engineering manufacturing and construction,183
2017,Liechtenstein,Engineering and engineering trades,0
2017,Liechtenstein,Manufacturing and processing,0
2017,Liechtenstein,Architecture and construction,183
2017,Liechtenstein,Agriculture forestry fisheries and veterinary,0
2017,Liechtenstein,Health and welfare,48
2017,Liechtenstein,Health,48
2017,Liechtenstein,Dental studies,0
2017,Liechtenstein,Medicine therapy and rehabilitation,0
2017,Liechtenstein,Welfare,0
2017,Liechtenstein,Care of the elderly and of disabled adults,0
2017,Liechtenstein,Child care and youth services,0
2017,Liechtenstein,Social work and counselling,0
2017,Liechtenstein,Services,0
2017,Liechtenstein,Domestic services,0
2017,Liechtenstein,Hair and beauty services,0
2017,Liechtenstein,Hotel restaurants and catering,0
2017,Liechtenstein,Sports,0
2017,Liechtenstein,Travel tourism and leisure,0
2017,Liechtenstein,Transport services,0
2017,Norway,Total,8955
2017,Norway,Education,442
2017,Norway,Arts and humanities,1694
2017,Norway,Social sciences journalism and information,981
2017,Norway,Business administration and law,1137
2017,Norway,Natural sciences mathematics and statistics,1453
2017,Norway,Biology,225
2017,Norway,Biochemistry,71
2017,Norway,Environment,85
2017,Norway,Physical sciences,298
2017,Norway,Mathematics and statistics,133
2017,Norway,Information and Communication Technologies,494
2017,Norway,Engineering manufacturing and construction,1198
2017,Norway,Engineering and engineering trades,915
2017,Norway,Manufacturing and processing,9
2017,Norway,Architecture and construction,213
2017,Norway,Agriculture forestry fisheries and veterinary,151
2017,Norway,Health and welfare,1099
2017,Norway,Health,945
2017,Norway,Dental studies,32
2017,Norway,Medicine therapy and rehabilitation,0
2017,Norway,Welfare,143
2017,Norway,Care of the elderly and of disabled adults,0
2017,Norway,Child care and youth services,27
2017,Norway,Social work and counselling,116
2017,Norway,Services,298
2017,Norway,Domestic services,0
2017,Norway,Hair and beauty services,0
2017,Norway,Hotel restaurants and catering,53
2017,Norway,Sports,82
2017,Norway,Travel tourism and leisure,51
2017,Norway,Transport services,82
2017,Switzerland,Total,53368
2017,Switzerland,Education,2637
2017,Switzerland,Arts and humanities,7412
2017,Switzerland,Social sciences journalism and information,6200
2017,Switzerland,Business administration and law,10903
2017,Switzerland,Natural sciences mathematics and statistics,8909
2017,Switzerland,Biology,2896
2017,Switzerland,Biochemistry,0
2017,Switzerland,Environment,1159
2017,Switzerland,Physical sciences,3819
2017,Switzerland,Mathematics and statistics,1035
2017,Switzerland,Information and Communication Technologies,1826
2017,Switzerland,Engineering manufacturing and construction,9252
2017,Switzerland,Engineering and engineering trades,5561
2017,Switzerland,Manufacturing and processing,512
2017,Switzerland,Architecture and construction,3179
2017,Switzerland,Agriculture forestry fisheries and veterinary,282
2017,Switzerland,Health and welfare,4062
2017,Switzerland,Health,3332
2017,Switzerland,Dental studies,206
2017,Switzerland,Medicine therapy and rehabilitation,0
2017,Switzerland,Welfare,730
2017,Switzerland,Care of the elderly and of disabled adults,0
2017,Switzerland,Child care and youth services,0
2017,Switzerland,Social work and counselling,730
2017,Switzerland,Services,1176
2017,Switzerland,Domestic services,45
2017,Switzerland,Hair and beauty services,0
2017,Switzerland,Hotel restaurants and catering,1095
2017,Switzerland,Sports,4
2017,Switzerland,Travel tourism and leisure,30
2017,Switzerland,Transport services,0
2017,United Kingdom,Total,435734
2017,United Kingdom,Education,10246
2017,United Kingdom,Arts and humanities,56375
2017,United Kingdom,Social sciences journalism and information,53309
2017,United Kingdom,Business administration and law,144232
2017,United Kingdom,Natural sciences mathematics and statistics,50362
2017,United Kingdom,Biology,4867
2017,United Kingdom,Biochemistry,0
2017,United Kingdom,Environment,0
2017,United Kingdom,Physical sciences,15393
2017,United Kingdom,Mathematics and statistics,9695
2017,United Kingdom,Information and Communication Technologies,19649
2017,United Kingdom,Engineering manufacturing and construction,65015
2017,United Kingdom,Engineering and engineering trades,38401
2017,United Kingdom,Manufacturing and processing,3778
2017,United Kingdom,Architecture and construction,20964
2017,United Kingdom,Agriculture forestry fisheries and veterinary,3475
2017,United Kingdom,Health and welfare,31513
2017,United Kingdom,Health,31513
2017,United Kingdom,Dental studies,1059
2017,United Kingdom,Medicine therapy and rehabilitation,0
2017,United Kingdom,Welfare,0
2017,United Kingdom,Care of the elderly and of disabled adults,0
2017,United Kingdom,Child care and youth services,0
2017,United Kingdom,Social work and counselling,0
2017,United Kingdom,Services,0
2017,United Kingdom,Domestic services,0
2017,United Kingdom,Hair and beauty services,0
2017,United Kingdom,Hotel restaurants and catering,0
2017,United Kingdom,Sports,0
2017,United Kingdom,Travel tourism and leisure,0
2017,United Kingdom,Transport services,0
2017,North Macedonia,Total,2903
2017,North Macedonia,Education,146
2017,North Macedonia,Arts and humanities,432
2017,North Macedonia,Social sciences journalism and information,364
2017,North Macedonia,Business administration and law,640
2017,North Macedonia,Natural sciences mathematics and statistics,150
2017,North Macedonia,Biology,33
2017,North Macedonia,Biochemistry,1
2017,North Macedonia,Environment,7
2017,North Macedonia,Physical sciences,21
2017,North Macedonia,Mathematics and statistics,88
2017,North Macedonia,Information and Communication Technologies,242
2017,North Macedonia,Engineering manufacturing and construction,351
2017,North Macedonia,Engineering and engineering trades,40
2017,North Macedonia,Manufacturing and processing,14
2017,North Macedonia,Architecture and construction,297
2017,North Macedonia,Agriculture forestry fisheries and veterinary,3
2017,North Macedonia,Health and welfare,517
2017,North Macedonia,Health,507
2017,North Macedonia,Dental studies,234
2017,North Macedonia,Medicine therapy and rehabilitation,0
2017,North Macedonia,Welfare,10
2017,North Macedonia,Care of the elderly and of disabled adults,0
2017,North Macedonia,Child care and youth services,0
2017,North Macedonia,Social work and counselling,10
2017,North Macedonia,Services,58
2017,North Macedonia,Domestic services,0
2017,North Macedonia,Hair and beauty services,0
2017,North Macedonia,Hotel restaurants and catering,8
2017,North Macedonia,Sports,0
2017,North Macedonia,Travel tourism and leisure,28
2017,North Macedonia,Transport services,15
2017,Serbia,Total,11624
2017,Serbia,Education,550
2017,Serbia,Arts and humanities,1123
2017,Serbia,Social sciences journalism and information,1005
2017,Serbia,Business administration and law,1726
2017,Serbia,Natural sciences mathematics and statistics,868
2017,Serbia,Biology,216
2017,Serbia,Biochemistry,20
2017,Serbia,Environment,110
2017,Serbia,Physical sciences,415
2017,Serbia,Mathematics and statistics,107
2017,Serbia,Information and Communication Technologies,802
2017,Serbia,Engineering manufacturing and construction,2461
2017,Serbia,Engineering and engineering trades,1364
2017,Serbia,Manufacturing and processing,243
2017,Serbia,Architecture and construction,854
2017,Serbia,Agriculture forestry fisheries and veterinary,548
2017,Serbia,Health and welfare,1882
2017,Serbia,Health,1851
2017,Serbia,Dental studies,246
2017,Serbia,Medicine therapy and rehabilitation,0
2017,Serbia,Welfare,31
2017,Serbia,Care of the elderly and of disabled adults,0
2017,Serbia,Child care and youth services,0
2017,Serbia,Social work and counselling,31
2017,Serbia,Services,659
2017,Serbia,Domestic services,27
2017,Serbia,Hair and beauty services,14
2017,Serbia,Hotel restaurants and catering,28
2017,Serbia,Sports,73
2017,Serbia,Travel tourism and leisure,155
2017,Serbia,Transport services,1
2017,Turkey,Total,108076
2017,Turkey,Education,6425
2017,Turkey,Arts and humanities,14015
2017,Turkey,Social sciences journalism and information,15321
2017,Turkey,Business administration and law,20785
2017,Turkey,Natural sciences mathematics and statistics,6006
2017,Turkey,Biology,1501
2017,Turkey,Biochemistry,673
2017,Turkey,Environment,43
2017,Turkey,Physical sciences,2616
2017,Turkey,Mathematics and statistics,1157
2017,Turkey,Information and Communication Technologies,872
2017,Turkey,Engineering manufacturing and construction,27210
2017,Turkey,Engineering and engineering trades,15061
2017,Turkey,Manufacturing and processing,1852
2017,Turkey,Architecture and construction,8538
2017,Turkey,Agriculture forestry fisheries and veterinary,1838
2017,Turkey,Health and welfare,12551
2017,Turkey,Health,12092
2017,Turkey,Dental studies,1856
2017,Turkey,Medicine therapy and rehabilitation,0
2017,Turkey,Welfare,398
2017,Turkey,Care of the elderly and of disabled adults,21
2017,Turkey,Child care and youth services,22
2017,Turkey,Social work and counselling,343
2017,Turkey,Services,2999
2017,Turkey,Domestic services,1
2017,Turkey,Hair and beauty services,288
2017,Turkey,Hotel restaurants and catering,834
2017,Turkey,Sports,149
2017,Turkey,Travel tourism and leisure,1213
2017,Turkey,Transport services,416
2017,Bosnia and Herzegovina,Total,0
2017,Bosnia and Herzegovina,Education,0
2017,Bosnia and Herzegovina,Arts and humanities,0
2017,Bosnia and Herzegovina,Social sciences journalism and information,0
2017,Bosnia and Herzegovina,Business administration and law,0
2017,Bosnia and Herzegovina,Natural sciences mathematics and statistics,0
2017,Bosnia and Herzegovina,Biology,0
2017,Bosnia and Herzegovina,Biochemistry,0
2017,Bosnia and Herzegovina,Environment,0
2017,Bosnia and Herzegovina,Physical sciences,0
2017,Bosnia and Herzegovina,Mathematics and statistics,0
2017,Bosnia and Herzegovina,Information and Communication Technologies,0
2017,Bosnia and Herzegovina,Engineering manufacturing and construction,0
2017,Bosnia and Herzegovina,Engineering and engineering trades,0
2017,Bosnia and Herzegovina,Manufacturing and processing,0
2017,Bosnia and Herzegovina,Architecture and construction,0
2017,Bosnia and Herzegovina,Agriculture forestry fisheries and veterinary,0
2017,Bosnia and Herzegovina,Health and welfare,0
2017,Bosnia and Herzegovina,Health,0
2017,Bosnia and Herzegovina,Dental studies,0
2017,Bosnia and Herzegovina,Medicine therapy and rehabilitation,0
2017,Bosnia and Herzegovina,Welfare,0
2017,Bosnia and Herzegovina,Care of the elderly and of disabled adults,0
2017,Bosnia and Herzegovina,Child care and youth services,0
2017,Bosnia and Herzegovina,Social work and counselling,0
2017,Bosnia and Herzegovina,Services,0
2017,Bosnia and Herzegovina,Domestic services,0
2017,Bosnia and Herzegovina,Hair and beauty services,0
2017,Bosnia and Herzegovina,Hotel restaurants and catering,0
2017,Bosnia and Herzegovina,Sports,0
2017,Bosnia and Herzegovina,Travel tourism and leisure,0
2017,Bosnia and Herzegovina,Transport services,0
2018,Belgium,Total,53896
2018,Belgium,Education,2544
2018,Belgium,Arts and humanities,6705
2018,Belgium,Social sciences journalism and information,5628
2018,Belgium,Business administration and law,6983
2018,Belgium,Natural sciences mathematics and statistics,2912
2018,Belgium,Biology,601
2018,Belgium,Biochemistry,108
2018,Belgium,Environment,247
2018,Belgium,Physical sciences,638
2018,Belgium,Mathematics and statistics,529
2018,Belgium,Information and Communication Technologies,928
2018,Belgium,Engineering manufacturing and construction,5110
2018,Belgium,Engineering and engineering trades,2444
2018,Belgium,Manufacturing and processing,405
2018,Belgium,Architecture and construction,1843
2018,Belgium,Agriculture forestry fisheries and veterinary,2265
2018,Belgium,Health and welfare,19678
2018,Belgium,Health,17512
2018,Belgium,Dental studies,547
2018,Belgium,Medicine therapy and rehabilitation,0
2018,Belgium,Welfare,1698
2018,Belgium,Care of the elderly and of disabled adults,19
2018,Belgium,Child care and youth services,60
2018,Belgium,Social work and counselling,1170
2018,Belgium,Services,829
2018,Belgium,Domestic services,0
2018,Belgium,Hair and beauty services,0
2018,Belgium,Hotel restaurants and catering,59
2018,Belgium,Sports,429
2018,Belgium,Travel tourism and leisure,116
2018,Belgium,Transport services,178
2018,Bulgaria,Total,15155
2018,Bulgaria,Education,498
2018,Bulgaria,Arts and humanities,662
2018,Bulgaria,Social sciences journalism and information,881
2018,Bulgaria,Business administration and law,962
2018,Bulgaria,Natural sciences mathematics and statistics,159
2018,Bulgaria,Biology,43
2018,Bulgaria,Biochemistry,14
2018,Bulgaria,Environment,24
2018,Bulgaria,Physical sciences,56
2018,Bulgaria,Mathematics and statistics,22
2018,Bulgaria,Information and Communication Technologies,461
2018,Bulgaria,Engineering manufacturing and construction,1084
2018,Bulgaria,Engineering and engineering trades,630
2018,Bulgaria,Manufacturing and processing,52
2018,Bulgaria,Architecture and construction,291
2018,Bulgaria,Agriculture forestry fisheries and veterinary,518
2018,Bulgaria,Health and welfare,8807
2018,Bulgaria,Health,8774
2018,Bulgaria,Dental studies,1517
2018,Bulgaria,Medicine therapy and rehabilitation,0
2018,Bulgaria,Welfare,30
2018,Bulgaria,Care of the elderly and of disabled adults,0
2018,Bulgaria,Child care and youth services,0
2018,Bulgaria,Social work and counselling,30
2018,Bulgaria,Services,729
2018,Bulgaria,Domestic services,0
2018,Bulgaria,Hair and beauty services,0
2018,Bulgaria,Hotel restaurants and catering,138
2018,Bulgaria,Sports,41
2018,Bulgaria,Travel tourism and leisure,154
2018,Bulgaria,Transport services,355
2018,Czechia,Total,44767
2018,Czechia,Education,798
2018,Czechia,Arts and humanities,4204
2018,Czechia,Social sciences journalism and information,4567
2018,Czechia,Business administration and law,9096
2018,Czechia,Natural sciences mathematics and statistics,3340
2018,Czechia,Biology,736
2018,Czechia,Biochemistry,788
2018,Czechia,Environment,131
2018,Czechia,Physical sciences,1039
2018,Czechia,Mathematics and statistics,372
2018,Czechia,Information and Communication Technologies,4740
2018,Czechia,Engineering manufacturing and construction,6302
2018,Czechia,Engineering and engineering trades,3044
2018,Czechia,Manufacturing and processing,371
2018,Czechia,Architecture and construction,1811
2018,Czechia,Agriculture forestry fisheries and veterinary,1485
2018,Czechia,Health and welfare,8357
2018,Czechia,Health,8228
2018,Czechia,Dental studies,751
2018,Czechia,Medicine therapy and rehabilitation,0
2018,Czechia,Welfare,94
2018,Czechia,Care of the elderly and of disabled adults,2
2018,Czechia,Child care and youth services,6
2018,Czechia,Social work and counselling,86
2018,Czechia,Services,1877
2018,Czechia,Domestic services,0
2018,Czechia,Hair and beauty services,0
2018,Czechia,Hotel restaurants and catering,414
2018,Czechia,Sports,222
2018,Czechia,Travel tourism and leisure,404
2018,Czechia,Transport services,541
2018,Denmark,Total,33288
2018,Denmark,Education,628
2018,Denmark,Arts and humanities,3640
2018,Denmark,Social sciences journalism and information,2901
2018,Denmark,Business administration and law,9341
2018,Denmark,Natural sciences mathematics and statistics,2279
2018,Denmark,Biology,123
2018,Denmark,Biochemistry,333
2018,Denmark,Environment,58
2018,Denmark,Physical sciences,426
2018,Denmark,Mathematics and statistics,103
2018,Denmark,Information and Communication Technologies,2486
2018,Denmark,Engineering manufacturing and construction,6982
2018,Denmark,Engineering and engineering trades,4292
2018,Denmark,Manufacturing and processing,539
2018,Denmark,Architecture and construction,2151
2018,Denmark,Agriculture forestry fisheries and veterinary,806
2018,Denmark,Health and welfare,2739
2018,Denmark,Health,2464
2018,Denmark,Dental studies,37
2018,Denmark,Medicine therapy and rehabilitation,0
2018,Denmark,Welfare,275
2018,Denmark,Care of the elderly and of disabled adults,0
2018,Denmark,Child care and youth services,186
2018,Denmark,Social work and counselling,89
2018,Denmark,Services,1454
2018,Denmark,Domestic services,0
2018,Denmark,Hair and beauty services,0
2018,Denmark,Hotel restaurants and catering,0
2018,Denmark,Sports,0
2018,Denmark,Travel tourism and leisure,331
2018,Denmark,Transport services,9
2018,Germany (until 1990 former territory of the FRG),Total,311738
2018,Germany (until 1990 former territory of the FRG),Education,6336
2018,Germany (until 1990 former territory of the FRG),Arts and humanities,48293
2018,Germany (until 1990 former territory of the FRG),Social sciences journalism and information,24416
2018,Germany (until 1990 former territory of the FRG),Business administration and law,54954
2018,Germany (until 1990 former territory of the FRG),Natural sciences mathematics and statistics,27462
2018,Germany (until 1990 former territory of the FRG),Biology,0
2018,Germany (until 1990 former territory of the FRG),Biochemistry,0
2018,Germany (until 1990 former territory of the FRG),Environment,0
2018,Germany (until 1990 former territory of the FRG),Physical sciences,0
2018,Germany (until 1990 former territory of the FRG),Mathematics and statistics,0
2018,Germany (until 1990 former territory of the FRG),Information and Communication Technologies,27533
2018,Germany (until 1990 former territory of the FRG),Engineering manufacturing and construction,88675
2018,Germany (until 1990 former territory of the FRG),Engineering and engineering trades,0
2018,Germany (until 1990 former territory of the FRG),Manufacturing and processing,0
2018,Germany (until 1990 former territory of the FRG),Architecture and construction,0
2018,Germany (until 1990 former territory of the FRG),Agriculture forestry fisheries and veterinary,4619
2018,Germany (until 1990 former territory of the FRG),Health and welfare,20154
2018,Germany (until 1990 former territory of the FRG),Health,0
2018,Germany (until 1990 former territory of the FRG),Dental studies,0
2018,Germany (until 1990 former territory of the FRG),Medicine therapy and rehabilitation,0
2018,Germany (until 1990 former territory of the FRG),Welfare,0
2018,Germany (until 1990 former territory of the FRG),Care of the elderly and of disabled adults,0
2018,Germany (until 1990 former territory of the FRG),Child care and youth services,0
2018,Germany (until 1990 former territory of the FRG),Social work and counselling,0
2018,Germany (until 1990 former territory of the FRG),Services,2994
2018,Germany (until 1990 former territory of the FRG),Domestic services,0
2018,Germany (until 1990 former territory of the FRG),Hair and beauty services,0
2018,Germany (until 1990 former territory of the FRG),Hotel restaurants and catering,0
2018,Germany (until 1990 former territory of the FRG),Sports,0
2018,Germany (until 1990 former territory of the FRG),Travel tourism and leisure,0
2018,Germany (until 1990 former territory of the FRG),Transport services,0
2018,Estonia,Total,4391
2018,Estonia,Education,76
2018,Estonia,Arts and humanities,577
2018,Estonia,Social sciences journalism and information,470
2018,Estonia,Business administration and law,1727
2018,Estonia,Natural sciences mathematics and statistics,276
2018,Estonia,Biology,13
2018,Estonia,Biochemistry,10
2018,Estonia,Environment,104
2018,Estonia,Physical sciences,136
2018,Estonia,Mathematics and statistics,13
2018,Estonia,Information and Communication Technologies,435
2018,Estonia,Engineering manufacturing and construction,498
2018,Estonia,Engineering and engineering trades,388
2018,Estonia,Manufacturing and processing,65
2018,Estonia,Architecture and construction,45
2018,Estonia,Agriculture forestry fisheries and veterinary,183
2018,Estonia,Health and welfare,147
2018,Estonia,Health,140
2018,Estonia,Dental studies,0
2018,Estonia,Medicine therapy and rehabilitation,0
2018,Estonia,Welfare,7
2018,Estonia,Care of the elderly and of disabled adults,0
2018,Estonia,Child care and youth services,4
2018,Estonia,Social work and counselling,3
2018,Estonia,Services,3
2018,Estonia,Domestic services,0
2018,Estonia,Hair and beauty services,0
2018,Estonia,Hotel restaurants and catering,0
2018,Estonia,Sports,2
2018,Estonia,Travel tourism and leisure,0
2018,Estonia,Transport services,0
2018,Ireland,Total,22283
2018,Ireland,Education,297
2018,Ireland,Arts and humanities,2532
2018,Ireland,Social sciences journalism and information,1535
2018,Ireland,Business administration and law,4813
2018,Ireland,Natural sciences mathematics and statistics,1943
2018,Ireland,Biology,97
2018,Ireland,Biochemistry,107
2018,Ireland,Environment,190
2018,Ireland,Physical sciences,615
2018,Ireland,Mathematics and statistics,360
2018,Ireland,Information and Communication Technologies,2293
2018,Ireland,Engineering manufacturing and construction,2515
2018,Ireland,Engineering and engineering trades,1810
2018,Ireland,Manufacturing and processing,169
2018,Ireland,Architecture and construction,534
2018,Ireland,Agriculture forestry fisheries and veterinary,263
2018,Ireland,Health and welfare,5563
2018,Ireland,Health,5359
2018,Ireland,Dental studies,202
2018,Ireland,Medicine therapy and rehabilitation,0
2018,Ireland,Welfare,204
2018,Ireland,Care of the elderly and of disabled adults,0
2018,Ireland,Child care and youth services,136
2018,Ireland,Social work and counselling,47
2018,Ireland,Services,384
2018,Ireland,Domestic services,0
2018,Ireland,Hair and beauty services,0
2018,Ireland,Hotel restaurants and catering,160
2018,Ireland,Sports,75
2018,Ireland,Travel tourism and leisure,107
2018,Ireland,Transport services,15
2018,Greece,Total,26325
2018,Greece,Education,1110
2018,Greece,Arts and humanities,4726
2018,Greece,Social sciences journalism and information,3809
2018,Greece,Business administration and law,3352
2018,Greece,Natural sciences mathematics and statistics,2882
2018,Greece,Biology,639
2018,Greece,Biochemistry,130
2018,Greece,Environment,32
2018,Greece,Physical sciences,1120
2018,Greece,Mathematics and statistics,961
2018,Greece,Information and Communication Technologies,865
2018,Greece,Engineering manufacturing and construction,4374
2018,Greece,Engineering and engineering trades,2808
2018,Greece,Manufacturing and processing,298
2018,Greece,Architecture and construction,968
2018,Greece,Agriculture forestry fisheries and veterinary,808
2018,Greece,Health and welfare,3349
2018,Greece,Health,3269
2018,Greece,Dental studies,120
2018,Greece,Medicine therapy and rehabilitation,0
2018,Greece,Welfare,80
2018,Greece,Care of the elderly and of disabled adults,0
2018,Greece,Child care and youth services,0
2018,Greece,Social work and counselling,80
2018,Greece,Services,1050
2018,Greece,Domestic services,31
2018,Greece,Hair and beauty services,54
2018,Greece,Hotel restaurants and catering,0
2018,Greece,Sports,876
2018,Greece,Travel tourism and leisure,54
2018,Greece,Transport services,35
2018,Spain,Total,70912
2018,Spain,Education,3529
2018,Spain,Arts and humanities,6239
2018,Spain,Social sciences journalism and information,7744
2018,Spain,Business administration and law,18920
2018,Spain,Natural sciences mathematics and statistics,3650
2018,Spain,Biology,306
2018,Spain,Biochemistry,306
2018,Spain,Environment,576
2018,Spain,Physical sciences,1880
2018,Spain,Mathematics and statistics,369
2018,Spain,Information and Communication Technologies,1705
2018,Spain,Engineering manufacturing and construction,8961
2018,Spain,Engineering and engineering trades,5353
2018,Spain,Manufacturing and processing,564
2018,Spain,Architecture and construction,3027
2018,Spain,Agriculture forestry fisheries and veterinary,1575
2018,Spain,Health and welfare,15637
2018,Spain,Health,15316
2018,Spain,Dental studies,4033
