TIME,COUNTRY,COFOG99,VALUE
2015,France,Social exclusion n.e.c.,1.0
2015,Croatia,Total,48.2
2015,Croatia,General public services,6.7
2015,Croatia,Defence,1.3
2015,Croatia,Public order and safety,2.3
2015,Croatia,Economic affairs,6.8
2015,Croatia,Fuel and energy,0.6
2015,Croatia,Transport,3.6
2015,Croatia,Environmental protection,0.7
2015,Croatia,Housing and community amenities,2.0
2015,Croatia,Health,6.6
2015,Croatia,Medical products appliances and equipment,1.7
2015,Croatia,Outpatient services,1.0
2015,Croatia,Hospital services,3.1
2015,Croatia,Recreation culture and religion,1.6
2015,Croatia,Recreational and sporting services,0.5
2015,Croatia,Cultural services,0.7
2015,Croatia,Education,4.9
2015,Croatia,Tertiary education,0.9
2015,Croatia,Social protection,15.4
2015,Croatia,Sickness and disability,2.2
2015,Croatia,Old age,9.0
2015,Croatia,Family and children,2.2
2015,Croatia,Unemployment,0.5
2015,Croatia,Housing,0.1
2015,Croatia,Social exclusion n.e.c.,0.2
2015,Italy,Total,50.3
2015,Italy,General public services,8.6
2015,Italy,Defence,1.2
2015,Italy,Public order and safety,1.9
2015,Italy,Economic affairs,4.3
2015,Italy,Fuel and energy,0.8
2015,Italy,Transport,1.8
2015,Italy,Environmental protection,0.9
2015,Italy,Housing and community amenities,0.5
2015,Italy,Health,7.0
2015,Italy,Medical products appliances and equipment,1.1
2015,Italy,Outpatient services,2.5
2015,Italy,Hospital services,3.0
2015,Italy,Recreation culture and religion,0.7
2015,Italy,Recreational and sporting services,0.3
2015,Italy,Cultural services,0.3
2015,Italy,Education,4.0
2015,Italy,Tertiary education,0.3
2015,Italy,Social protection,21.3
2015,Italy,Sickness and disability,1.8
2015,Italy,Old age,13.7
2015,Italy,Family and children,0.9
2015,Italy,Unemployment,1.2
2015,Italy,Housing,0.1
2015,Italy,Social exclusion n.e.c.,0.8
2015,Cyprus,Total,40.6
2015,Cyprus,General public services,9.1
2015,Cyprus,Defence,1.5
2015,Cyprus,Public order and safety,1.7
2015,Cyprus,Economic affairs,3.5
2015,Cyprus,Fuel and energy,0.3
2015,Cyprus,Transport,0.6
2015,Cyprus,Environmental protection,0.4
2015,Cyprus,Housing and community amenities,1.8
2015,Cyprus,Health,2.5
2015,Cyprus,Medical products appliances and equipment,0.6
2015,Cyprus,Outpatient services,0.1
2015,Cyprus,Hospital services,1.8
2015,Cyprus,Recreation culture and religion,0.9
2015,Cyprus,Recreational and sporting services,0.3
2015,Cyprus,Cultural services,0.3
2015,Cyprus,Education,5.6
2015,Cyprus,Tertiary education,0.9
2015,Cyprus,Social protection,13.5
2015,Cyprus,Sickness and disability,0.5
2015,Cyprus,Old age,6.1
2015,Cyprus,Family and children,2.9
2015,Cyprus,Unemployment,0.9
2015,Cyprus,Housing,0.0
2015,Cyprus,Social exclusion n.e.c.,1.5
2015,Latvia,Total,38.6
2015,Latvia,General public services,4.9
2015,Latvia,Defence,1.0
2015,Latvia,Public order and safety,2.0
2015,Latvia,Economic affairs,6.1
2015,Latvia,Fuel and energy,1.2
2015,Latvia,Transport,3.3
2015,Latvia,Environmental protection,0.7
2015,Latvia,Housing and community amenities,1.0
2015,Latvia,Health,3.7
2015,Latvia,Medical products appliances and equipment,0.5
2015,Latvia,Outpatient services,1.0
2015,Latvia,Hospital services,2.1
2015,Latvia,Recreation culture and religion,1.6
2015,Latvia,Recreational and sporting services,0.3
2015,Latvia,Cultural services,1.1
2015,Latvia,Education,5.9
2015,Latvia,Tertiary education,1.1
2015,Latvia,Social protection,11.8
2015,Latvia,Sickness and disability,2.1
2015,Latvia,Old age,7.2
2015,Latvia,Family and children,1.2
2015,Latvia,Unemployment,0.5
2015,Latvia,Housing,0.1
2015,Latvia,Social exclusion n.e.c.,0.4
2015,Lithuania,Total,35.2
2015,Lithuania,General public services,4.6
2015,Lithuania,Defence,1.3
2015,Lithuania,Public order and safety,1.6
2015,Lithuania,Economic affairs,3.8
2015,Lithuania,Fuel and energy,0.3
2015,Lithuania,Transport,1.5
2015,Lithuania,Environmental protection,0.6
2015,Lithuania,Housing and community amenities,0.3
2015,Lithuania,Health,4.7
2015,Lithuania,Medical products appliances and equipment,0.8
2015,Lithuania,Outpatient services,1.5
2015,Lithuania,Hospital services,2.2
2015,Lithuania,Recreation culture and religion,0.9
2015,Lithuania,Recreational and sporting services,0.1
2015,Lithuania,Cultural services,0.6
2015,Lithuania,Education,5.1
2015,Lithuania,Tertiary education,1.2
2015,Lithuania,Social protection,12.3
2015,Lithuania,Sickness and disability,4.0
2015,Lithuania,Old age,5.9
2015,Lithuania,Family and children,1.0
2015,Lithuania,Unemployment,0.6
2015,Lithuania,Housing,0.1
2015,Lithuania,Social exclusion n.e.c.,0.3
2015,Luxembourg,Total,40.4
2015,Luxembourg,General public services,4.7
2015,Luxembourg,Defence,0.3
2015,Luxembourg,Public order and safety,1.0
2015,Luxembourg,Economic affairs,5.2
2015,Luxembourg,Fuel and energy,0.1
2015,Luxembourg,Transport,3.4
2015,Luxembourg,Environmental protection,0.8
2015,Luxembourg,Housing and community amenities,0.5
2015,Luxembourg,Health,4.9
2015,Luxembourg,Medical products appliances and equipment,1.7
2015,Luxembourg,Outpatient services,1.0
2015,Luxembourg,Hospital services,1.9
2015,Luxembourg,Recreation culture and religion,1.1
2015,Luxembourg,Recreational and sporting services,0.4
2015,Luxembourg,Cultural services,0.4
2015,Luxembourg,Education,4.5
2015,Luxembourg,Tertiary education,0.5
2015,Luxembourg,Social protection,17.5
2015,Luxembourg,Sickness and disability,2.9
2015,Luxembourg,Old age,9.3
2015,Luxembourg,Family and children,3.3
2015,Luxembourg,Unemployment,1.1
2015,Luxembourg,Housing,0.0
2015,Luxembourg,Social exclusion n.e.c.,0.7
2015,Hungary,Total,50.4
2015,Hungary,General public services,8.9
2015,Hungary,Defence,0.7
2015,Hungary,Public order and safety,2.0
2015,Hungary,Economic affairs,9.5
2015,Hungary,Fuel and energy,0.4
2015,Hungary,Transport,4.6
2015,Hungary,Environmental protection,1.2
2015,Hungary,Housing and community amenities,1.0
2015,Hungary,Health,5.1
2015,Hungary,Medical products appliances and equipment,1.0
2015,Hungary,Outpatient services,1.3
2015,Hungary,Hospital services,2.3
2015,Hungary,Recreation culture and religion,2.1
2015,Hungary,Recreational and sporting services,0.5
2015,Hungary,Cultural services,0.8
2015,Hungary,Education,5.2
2015,Hungary,Tertiary education,0.9
2015,Hungary,Social protection,14.6
2015,Hungary,Sickness and disability,2.9
2015,Hungary,Old age,7.1
2015,Hungary,Family and children,1.9
2015,Hungary,Unemployment,0.4
2015,Hungary,Housing,0.3
2015,Hungary,Social exclusion n.e.c.,0.8
2015,Malta,Total,38.5
2015,Malta,General public services,6.2
2015,Malta,Defence,0.8
2015,Malta,Public order and safety,1.1
2015,Malta,Economic affairs,5.0
2015,Malta,Fuel and energy,0.6
2015,Malta,Transport,1.8
2015,Malta,Environmental protection,1.8
2015,Malta,Housing and community amenities,0.4
2015,Malta,Health,5.4
2015,Malta,Medical products appliances and equipment,0.5
2015,Malta,Outpatient services,0.9
2015,Malta,Hospital services,3.6
2015,Malta,Recreation culture and religion,1.2
2015,Malta,Recreational and sporting services,0.1
2015,Malta,Cultural services,0.8
2015,Malta,Education,5.1
2015,Malta,Tertiary education,0.9
2015,Malta,Social protection,11.5
2015,Malta,Sickness and disability,1.1
2015,Malta,Old age,6.8
2015,Malta,Family and children,1.1
2015,Malta,Unemployment,0.4
2015,Malta,Housing,0.2
2015,Malta,Social exclusion n.e.c.,0.3
2015,Netherlands,Total,44.7
2015,Netherlands,General public services,4.9
2015,Netherlands,Defence,1.1
2015,Netherlands,Public order and safety,1.9
2015,Netherlands,Economic affairs,3.8
2015,Netherlands,Fuel and energy,0.1
2015,Netherlands,Transport,2.3
2015,Netherlands,Environmental protection,1.4
2015,Netherlands,Housing and community amenities,0.5
2015,Netherlands,Health,7.7
2015,Netherlands,Medical products appliances and equipment,0.8
2015,Netherlands,Outpatient services,2.5
2015,Netherlands,Hospital services,3.6
2015,Netherlands,Recreation culture and religion,1.3
2015,Netherlands,Recreational and sporting services,0.6
2015,Netherlands,Cultural services,0.5
2015,Netherlands,Education,5.3
2015,Netherlands,Tertiary education,1.3
2015,Netherlands,Social protection,16.8
2015,Netherlands,Sickness and disability,4.3
2015,Netherlands,Old age,6.5
2015,Netherlands,Family and children,1.7
2015,Netherlands,Unemployment,1.3
2015,Netherlands,Housing,0.5
2015,Netherlands,Social exclusion n.e.c.,2.5
2015,Austria,Total,51.1
2015,Austria,General public services,6.8
2015,Austria,Defence,0.6
2015,Austria,Public order and safety,1.3
2015,Austria,Economic affairs,6.2
2015,Austria,Fuel and energy,0.0
2015,Austria,Transport,2.9
2015,Austria,Environmental protection,0.4
2015,Austria,Housing and community amenities,0.4
2015,Austria,Health,8.2
2015,Austria,Medical products appliances and equipment,1.1
2015,Austria,Outpatient services,1.5
2015,Austria,Hospital services,4.7
2015,Austria,Recreation culture and religion,1.2
2015,Austria,Recreational and sporting services,0.3
2015,Austria,Cultural services,0.5
2015,Austria,Education,4.9
2015,Austria,Tertiary education,0.8
2015,Austria,Social protection,21.2
2015,Austria,Sickness and disability,1.9
2015,Austria,Old age,12.8
2015,Austria,Family and children,2.3
2015,Austria,Unemployment,1.4
2015,Austria,Housing,0.1
2015,Austria,Social exclusion n.e.c.,1.0
2015,Poland,Total,41.7
2015,Poland,General public services,4.9
2015,Poland,Defence,1.6
2015,Poland,Public order and safety,2.2
2015,Poland,Economic affairs,4.9
2015,Poland,Fuel and energy,0.2
2015,Poland,Transport,3.4
2015,Poland,Environmental protection,0.6
2015,Poland,Housing and community amenities,0.7
2015,Poland,Health,4.7
2015,Poland,Medical products appliances and equipment,0.1
2015,Poland,Outpatient services,1.5
2015,Poland,Hospital services,2.8
2015,Poland,Recreation culture and religion,1.1
2015,Poland,Recreational and sporting services,0.4
2015,Poland,Cultural services,0.6
2015,Poland,Education,5.3
2015,Poland,Tertiary education,1.5
2015,Poland,Social protection,15.7
2015,Poland,Sickness and disability,2.5
2015,Poland,Old age,9.1
2015,Poland,Family and children,1.4
2015,Poland,Unemployment,0.5
2015,Poland,Housing,0.1
2015,Poland,Social exclusion n.e.c.,0.2
2015,Portugal,Total,48.2
2015,Portugal,General public services,8.8
2015,Portugal,Defence,1.0
2015,Portugal,Public order and safety,1.9
2015,Portugal,Economic affairs,4.9
2015,Portugal,Fuel and energy,0.0
2015,Portugal,Transport,1.9
2015,Portugal,Environmental protection,0.6
2015,Portugal,Housing and community amenities,0.5
2015,Portugal,Health,6.2
2015,Portugal,Medical products appliances and equipment,0.4
2015,Portugal,Outpatient services,2.0
2015,Portugal,Hospital services,3.4
2015,Portugal,Recreation culture and religion,0.8
2015,Portugal,Recreational and sporting services,0.3
2015,Portugal,Cultural services,0.2
2015,Portugal,Education,5.1
2015,Portugal,Tertiary education,0.7
2015,Portugal,Social protection,18.5
2015,Portugal,Sickness and disability,1.4
2015,Portugal,Old age,12.4
2015,Portugal,Family and children,1.0
2015,Portugal,Unemployment,1.0
2015,Portugal,Housing,0.2
2015,Portugal,Social exclusion n.e.c.,0.3
2015,Romania,Total,36.1
2015,Romania,General public services,4.8
2015,Romania,Defence,0.9
2015,Romania,Public order and safety,2.3
2015,Romania,Economic affairs,5.9
2015,Romania,Fuel and energy,0.4
2015,Romania,Transport,3.5
2015,Romania,Environmental protection,1.0
2015,Romania,Housing and community amenities,1.5
2015,Romania,Health,4.2
2015,Romania,Medical products appliances and equipment,1.2
2015,Romania,Outpatient services,0.1
2015,Romania,Hospital services,2.1
2015,Romania,Recreation culture and religion,1.0
2015,Romania,Recreational and sporting services,0.3
2015,Romania,Cultural services,0.4
2015,Romania,Education,3.1
2015,Romania,Tertiary education,0.8
2015,Romania,Social protection,11.5
2015,Romania,Sickness and disability,1.0
2015,Romania,Old age,8.5
2015,Romania,Family and children,1.1
2015,Romania,Unemployment,0.1
2015,Romania,Housing,0.0
2015,Romania,Social exclusion n.e.c.,0.2
2015,Slovenia,Total,48.7
2015,Slovenia,General public services,6.6
2015,Slovenia,Defence,0.9
2015,Slovenia,Public order and safety,1.6
2015,Slovenia,Economic affairs,5.9
2015,Slovenia,Fuel and energy,0.2
2015,Slovenia,Transport,2.9
2015,Slovenia,Environmental protection,1.0
2015,Slovenia,Housing and community amenities,0.6
2015,Slovenia,Health,6.7
2015,Slovenia,Medical products appliances and equipment,1.0
2015,Slovenia,Outpatient services,1.8
2015,Slovenia,Hospital services,3.1
2015,Slovenia,Recreation culture and religion,1.6
2015,Slovenia,Recreational and sporting services,0.3
2015,Slovenia,Cultural services,0.7
2015,Slovenia,Education,5.6
2015,Slovenia,Tertiary education,1.0
2015,Slovenia,Social protection,18.3
2015,Slovenia,Sickness and disability,2.2
2015,Slovenia,Old age,10.8
2015,Slovenia,Family and children,2.0
2015,Slovenia,Unemployment,0.6
2015,Slovenia,Housing,0.0
2015,Slovenia,Social exclusion n.e.c.,0.9
2015,Slovakia,Total,45.7
2015,Slovakia,General public services,6.0
2015,Slovakia,Defence,0.9
2015,Slovakia,Public order and safety,2.5
2015,Slovakia,Economic affairs,7.8
2015,Slovakia,Fuel and energy,0.7
2015,Slovakia,Transport,6.0
2015,Slovakia,Environmental protection,0.9
2015,Slovakia,Housing and community amenities,0.7
2015,Slovakia,Health,7.1
2015,Slovakia,Medical products appliances and equipment,1.4
2015,Slovakia,Outpatient services,2.3
2015,Slovakia,Hospital services,3.1
2015,Slovakia,Recreation culture and religion,1.0
2015,Slovakia,Recreational and sporting services,0.2
2015,Slovakia,Cultural services,0.6
2015,Slovakia,Education,4.2
2015,Slovakia,Tertiary education,0.7
2015,Slovakia,Social protection,14.7
2015,Slovakia,Sickness and disability,2.8
2015,Slovakia,Old age,7.6
2015,Slovakia,Family and children,1.3
2015,Slovakia,Unemployment,0.2
2015,Slovakia,Housing,0.0
2015,Slovakia,Social exclusion n.e.c.,0.5
2015,Finland,Total,56.5
2015,Finland,General public services,8.4
2015,Finland,Defence,1.3
2015,Finland,Public order and safety,1.2
2015,Finland,Economic affairs,4.7
2015,Finland,Fuel and energy,0.1
2015,Finland,Transport,2.4
2015,Finland,Environmental protection,0.2
2015,Finland,Housing and community amenities,0.4
2015,Finland,Health,7.3
2015,Finland,Medical products appliances and equipment,0.7
2015,Finland,Outpatient services,3.3
2015,Finland,Hospital services,3.1
2015,Finland,Recreation culture and religion,1.5
2015,Finland,Recreational and sporting services,0.5
2015,Finland,Cultural services,0.5
2015,Finland,Education,6.2
2015,Finland,Tertiary education,1.9
2015,Finland,Social protection,25.3
2015,Finland,Sickness and disability,3.6
2015,Finland,Old age,13.3
2015,Finland,Family and children,3.2
2015,Finland,Unemployment,2.6
2015,Finland,Housing,0.4
2015,Finland,Social exclusion n.e.c.,0.9
2015,Sweden,Total,49.3
2015,Sweden,General public services,7.0
2015,Sweden,Defence,1.2
2015,Sweden,Public order and safety,1.3
2015,Sweden,Economic affairs,4.2
2015,Sweden,Fuel and energy,0.1
2015,Sweden,Transport,2.6
2015,Sweden,Environmental protection,0.4
2015,Sweden,Housing and community amenities,0.6
2015,Sweden,Health,6.8
2015,Sweden,Medical products appliances and equipment,0.7
2015,Sweden,Outpatient services,2.9
2015,Sweden,Hospital services,2.6
2015,Sweden,Recreation culture and religion,1.3
2015,Sweden,Recreational and sporting services,0.5
2015,Sweden,Cultural services,0.5
2015,Sweden,Education,6.4
2015,Sweden,Tertiary education,1.1
2015,Sweden,Social protection,20.1
2015,Sweden,Sickness and disability,4.1
2015,Sweden,Old age,10.4
2015,Sweden,Family and children,2.4
2015,Sweden,Unemployment,1.3
2015,Sweden,Housing,0.3
2015,Sweden,Social exclusion n.e.c.,1.2
2015,Iceland,Total,43.5
2015,Iceland,General public services,9.7
2015,Iceland,Defence,0.0
2015,Iceland,Public order and safety,1.5
2015,Iceland,Economic affairs,5.0
2015,Iceland,Fuel and energy,0.1
2015,Iceland,Transport,2.1
2015,Iceland,Environmental protection,0.6
2015,Iceland,Housing and community amenities,0.5
2015,Iceland,Health,7.1
2015,Iceland,Medical products appliances and equipment,0.5
2015,Iceland,Outpatient services,1.6
2015,Iceland,Hospital services,4.8
2015,Iceland,Recreation culture and religion,3.1
2015,Iceland,Recreational and sporting services,1.4
2015,Iceland,Cultural services,1.1
2015,Iceland,Education,6.8
2015,Iceland,Tertiary education,1.2
2015,Iceland,Social protection,9.1
2015,Iceland,Sickness and disability,2.7
2015,Iceland,Old age,2.4
2015,Iceland,Family and children,2.1
2015,Iceland,Unemployment,0.5
2015,Iceland,Housing,0.5
2015,Iceland,Social exclusion n.e.c.,0.4
2015,Norway,Total,49.3
2015,Norway,General public services,4.7
2015,Norway,Defence,1.5
2015,Norway,Public order and safety,1.1
2015,Norway,Economic affairs,5.4
2015,Norway,Fuel and energy,0.1
2015,Norway,Transport,3.6
2015,Norway,Environmental protection,0.9
2015,Norway,Housing and community amenities,0.8
2015,Norway,Health,8.2
2015,Norway,Medical products appliances and equipment,0.5
2015,Norway,Outpatient services,1.9
2015,Norway,Hospital services,4.9
2015,Norway,Recreation culture and religion,1.6
2015,Norway,Recreational and sporting services,0.3
2015,Norway,Cultural services,0.6
2015,Norway,Education,5.5
2015,Norway,Tertiary education,1.1
2015,Norway,Social protection,19.5
2015,Norway,Sickness and disability,6.8
2015,Norway,Old age,7.0
2015,Norway,Family and children,3.5
2015,Norway,Unemployment,0.5
2015,Norway,Housing,0.1
2015,Norway,Social exclusion n.e.c.,0.9
2015,Switzerland,Total,33.2
2015,Switzerland,General public services,4.5
2015,Switzerland,Defence,0.8
2015,Switzerland,Public order and safety,1.6
2015,Switzerland,Economic affairs,3.9
2015,Switzerland,Fuel and energy,0.3
2015,Switzerland,Transport,2.6
2015,Switzerland,Environmental protection,0.6
2015,Switzerland,Housing and community amenities,0.2
2015,Switzerland,Health,2.1
2015,Switzerland,Medical products appliances and equipment,0.0
2015,Switzerland,Outpatient services,0.2
2015,Switzerland,Hospital services,1.6
2015,Switzerland,Recreation culture and religion,1.0
2015,Switzerland,Recreational and sporting services,0.3
2015,Switzerland,Cultural services,0.4
2015,Switzerland,Education,5.4
2015,Switzerland,Tertiary education,1.2
2015,Switzerland,Social protection,13.1
2015,Switzerland,Sickness and disability,2.9
2015,Switzerland,Old age,6.7
2015,Switzerland,Family and children,0.6
2015,Switzerland,Unemployment,1.1
2015,Switzerland,Housing,0.0
2015,Switzerland,Social exclusion n.e.c.,1.5
2016,Belgium,Total,53.1
2016,Belgium,General public services,7.9
2016,Belgium,Defence,0.8
2016,Belgium,Public order and safety,1.7
2016,Belgium,Economic affairs,6.7
2016,Belgium,Fuel and energy,0.1
2016,Belgium,Transport,2.6
2016,Belgium,Environmental protection,1.2
2016,Belgium,Housing and community amenities,0.3
2016,Belgium,Health,7.6
2016,Belgium,Medical products appliances and equipment,0.8
2016,Belgium,Outpatient services,2.9
2016,Belgium,Hospital services,3.6
2016,Belgium,Recreation culture and religion,1.3
2016,Belgium,Recreational and sporting services,0.4
2016,Belgium,Cultural services,0.5
2016,Belgium,Education,6.2
2016,Belgium,Tertiary education,0.9
2016,Belgium,Social protection,19.4
2016,Belgium,Sickness and disability,3.2
2016,Belgium,Old age,9.0
2016,Belgium,Family and children,2.2
2016,Belgium,Unemployment,1.8
2016,Belgium,Housing,0.2
2016,Belgium,Social exclusion n.e.c.,1.1
2016,Bulgaria,Total,34.8
2016,Bulgaria,General public services,3.5
2016,Bulgaria,Defence,1.1
2016,Bulgaria,Public order and safety,2.3
2016,Bulgaria,Economic affairs,3.8
2016,Bulgaria,Fuel and energy,0.4
2016,Bulgaria,Transport,2.4
2016,Bulgaria,Environmental protection,0.7
2016,Bulgaria,Housing and community amenities,1.9
2016,Bulgaria,Health,5.0
2016,Bulgaria,Medical products appliances and equipment,0.7
2016,Bulgaria,Outpatient services,0.6
2016,Bulgaria,Hospital services,3.5
2016,Bulgaria,Recreation culture and religion,0.8
2016,Bulgaria,Recreational and sporting services,0.2
2016,Bulgaria,Cultural services,0.4
2016,Bulgaria,Education,3.4
2016,Bulgaria,Tertiary education,0.7
2016,Bulgaria,Social protection,12.3
2016,Bulgaria,Sickness and disability,0.2
2016,Bulgaria,Old age,9.4
2016,Bulgaria,Family and children,1.9
2016,Bulgaria,Unemployment,0.5
2016,Bulgaria,Housing,0.0
2016,Bulgaria,Social exclusion n.e.c.,0.1
2016,Czechia,Total,39.8
2016,Czechia,General public services,4.6
2016,Czechia,Defence,0.7
2016,Czechia,Public order and safety,1.7
2016,Czechia,Economic affairs,6.1
2016,Czechia,Fuel and energy,1.0
2016,Czechia,Transport,3.5
2016,Czechia,Environmental protection,0.7
2016,Czechia,Housing and community amenities,0.6
2016,Czechia,Health,7.4
2016,Czechia,Medical products appliances and equipment,0.9
2016,Czechia,Outpatient services,1.6
2016,Czechia,Hospital services,3.3
2016,Czechia,Recreation culture and religion,1.3
2016,Czechia,Recreational and sporting services,0.4
2016,Czechia,Cultural services,0.6
2016,Czechia,Education,3.9
2016,Czechia,Tertiary education,0.7
2016,Czechia,Social protection,12.7
2016,Czechia,Sickness and disability,2.1
2016,Czechia,Old age,7.4
2016,Czechia,Family and children,1.5
2016,Czechia,Unemployment,0.2
2016,Czechia,Housing,0.3
2016,Czechia,Social exclusion n.e.c.,0.5
2016,Denmark,Total,52.5
2016,Denmark,General public services,6.6
2016,Denmark,Defence,1.1
2016,Denmark,Public order and safety,1.0
2016,Denmark,Economic affairs,3.3
2016,Denmark,Fuel and energy,0.4
2016,Denmark,Transport,1.9
2016,Denmark,Environmental protection,0.4
2016,Denmark,Housing and community amenities,0.3
2016,Denmark,Health,8.4
2016,Denmark,Medical products appliances and equipment,0.6
2016,Denmark,Outpatient services,1.2
2016,Denmark,Hospital services,6.0
2016,Denmark,Recreation culture and religion,1.7
2016,Denmark,Recreational and sporting services,0.4
2016,Denmark,Cultural services,0.7
2016,Denmark,Education,6.8
2016,Denmark,Tertiary education,1.7
2016,Denmark,Social protection,22.9
2016,Denmark,Sickness and disability,4.5
2016,Denmark,Old age,8.3
2016,Denmark,Family and children,4.4
2016,Denmark,Unemployment,2.4
2016,Denmark,Housing,0.7
2016,Denmark,Social exclusion n.e.c.,2.1
2016,Germany (until 1990 former territory of the FRG),Total,44.4
2016,Germany (until 1990 former territory of the FRG),General public services,5.8
2016,Germany (until 1990 former territory of the FRG),Defence,1.0
2016,Germany (until 1990 former territory of the FRG),Public order and safety,1.5
2016,Germany (until 1990 former territory of the FRG),Economic affairs,3.2
2016,Germany (until 1990 former territory of the FRG),Fuel and energy,0.1
2016,Germany (until 1990 former territory of the FRG),Transport,1.5
2016,Germany (until 1990 former territory of the FRG),Environmental protection,0.6
2016,Germany (until 1990 former territory of the FRG),Housing and community amenities,0.4
2016,Germany (until 1990 former territory of the FRG),Health,7.2
2016,Germany (until 1990 former territory of the FRG),Medical products appliances and equipment,1.6
2016,Germany (until 1990 former territory of the FRG),Outpatient services,2.2
2016,Germany (until 1990 former territory of the FRG),Hospital services,2.8
2016,Germany (until 1990 former territory of the FRG),Recreation culture and religion,1.0
2016,Germany (until 1990 former territory of the FRG),Recreational and sporting services,0.2
2016,Germany (until 1990 former territory of the FRG),Cultural services,0.4
2016,Germany (until 1990 former territory of the FRG),Education,4.2
2016,Germany (until 1990 former territory of the FRG),Tertiary education,0.8
2016,Germany (until 1990 former territory of the FRG),Social protection,19.5
2016,Germany (until 1990 former territory of the FRG),Sickness and disability,3.1
2016,Germany (until 1990 former territory of the FRG),Old age,9.3
2016,Germany (until 1990 former territory of the FRG),Family and children,1.8
2016,Germany (until 1990 former territory of the FRG),Unemployment,1.6
2016,Germany (until 1990 former territory of the FRG),Housing,0.3
2016,Germany (until 1990 former territory of the FRG),Social exclusion n.e.c.,0.8
2016,Estonia,Total,39.4
2016,Estonia,General public services,4.0
2016,Estonia,Defence,2.4
2016,Estonia,Public order and safety,1.9
2016,Estonia,Economic affairs,4.3
2016,Estonia,Fuel and energy,0.1
2016,Estonia,Transport,2.7
2016,Estonia,Environmental protection,0.6
2016,Estonia,Housing and community amenities,0.3
2016,Estonia,Health,5.4
2016,Estonia,Medical products appliances and equipment,0.8
2016,Estonia,Outpatient services,0.5
2016,Estonia,Hospital services,3.8
2016,Estonia,Recreation culture and religion,2.1
2016,Estonia,Recreational and sporting services,0.4
2016,Estonia,Cultural services,1.0
2016,Estonia,Education,5.7
2016,Estonia,Tertiary education,1.1
2016,Estonia,Social protection,12.8
2016,Estonia,Sickness and disability,2.1
2016,Estonia,Old age,7.3
2016,Estonia,Family and children,2.4
2016,Estonia,Unemployment,0.6
2016,Estonia,Housing,0.0
2016,Estonia,Social exclusion n.e.c.,0.2
2016,Ireland,Total,28.1
2016,Ireland,General public services,3.9
2016,Ireland,Defence,0.3
2016,Ireland,Public order and safety,1.1
2016,Ireland,Economic affairs,2.5
2016,Ireland,Fuel and energy,0.2
2016,Ireland,Transport,1.3
2016,Ireland,Environmental protection,0.5
2016,Ireland,Housing and community amenities,0.5
2016,Ireland,Health,5.2
2016,Ireland,Medical products appliances and equipment,0.7
2016,Ireland,Outpatient services,1.9
2016,Ireland,Hospital services,2.0
2016,Ireland,Recreation culture and religion,0.6
2016,Ireland,Recreational and sporting services,0.1
2016,Ireland,Cultural services,0.3
2016,Ireland,Education,3.5
2016,Ireland,Tertiary education,0.5
2016,Ireland,Social protection,10.0
2016,Ireland,Sickness and disability,1.9
2016,Ireland,Old age,3.6
2016,Ireland,Family and children,1.5
2016,Ireland,Unemployment,1.4
2016,Ireland,Housing,0.5
2016,Ireland,Social exclusion n.e.c.,0.3
2016,Greece,Total,49.9
2016,Greece,General public services,8.9
2016,Greece,Defence,2.1
2016,Greece,Public order and safety,2.2
2016,Greece,Economic affairs,4.2
2016,Greece,Fuel and energy,0.0
2016,Greece,Transport,3.1
2016,Greece,Environmental protection,1.5
2016,Greece,Housing and community amenities,0.2
2016,Greece,Health,5.3
2016,Greece,Medical products appliances and equipment,1.6
2016,Greece,Outpatient services,0.5
2016,Greece,Hospital services,3.2
2016,Greece,Recreation culture and religion,0.7
2016,Greece,Recreational and sporting services,0.4
2016,Greece,Cultural services,0.1
2016,Greece,Education,4.0
2016,Greece,Tertiary education,0.8
2016,Greece,Social protection,20.7
2016,Greece,Sickness and disability,1.5
2016,Greece,Old age,15.9
2016,Greece,Family and children,0.7
2016,Greece,Unemployment,0.5
2016,Greece,Housing,0.0
2016,Greece,Social exclusion n.e.c.,0.2
2016,Spain,Total,42.4
2016,Spain,General public services,6.1
2016,Spain,Defence,1.0
2016,Spain,Public order and safety,1.9
2016,Spain,Economic affairs,3.9
2016,Spain,Fuel and energy,0.4
2016,Spain,Transport,1.4
2016,Spain,Environmental protection,0.9
2016,Spain,Housing and community amenities,0.4
2016,Spain,Health,6.1
2016,Spain,Medical products appliances and equipment,1.0
2016,Spain,Outpatient services,2.2
2016,Spain,Hospital services,2.5
2016,Spain,Recreation culture and religion,1.1
2016,Spain,Recreational and sporting services,0.4
2016,Spain,Cultural services,0.4
2016,Spain,Education,4.1
2016,Spain,Tertiary education,0.6
2016,Spain,Social protection,17.0
2016,Spain,Sickness and disability,2.4
2016,Spain,Old age,9.2
2016,Spain,Family and children,0.7
2016,Spain,Unemployment,1.8
2016,Spain,Housing,0.0
2016,Spain,Social exclusion n.e.c.,0.3
2016,France,Total,56.7
2016,France,General public services,6.1
2016,France,Defence,1.9
2016,France,Public order and safety,1.6
2016,France,Economic affairs,5.6
2016,France,Fuel and energy,0.4
2016,France,Transport,2.0
2016,France,Environmental protection,0.9
2016,France,Housing and community amenities,1.1
2016,France,Health,8.1
2016,France,Medical products appliances and equipment,1.4
2016,France,Outpatient services,2.9
2016,France,Hospital services,3.5
