DATAFLOW,LAST UPDATE,freq,sectperf,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Turkey,2003,0.05,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Turkey,2004,0.04,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Turkey,2005,0.07,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Turkey,2006,0.06,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Turkey,2007,0.07,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Turkey,2008,0.08,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Turkey,2009,0.1,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Turkey,2010,0.09,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Turkey,2011,0.09,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Turkey,2012,0.09,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Turkey,2013,0.08,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Turkey,2014,0.08,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Turkey,2015,0.09,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Turkey,2016,0.09,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Turkey,2017,0.09,d
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Turkey,2018,0.09,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Turkey,2019,0.07,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),Turkey,2020,0.07,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),United Kingdom,2000,0.2,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),United Kingdom,2001,0.16,b
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),United Kingdom,2002,0.15,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),United Kingdom,2003,0.16,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),United Kingdom,2004,0.16,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),United Kingdom,2005,0.16,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),United Kingdom,2006,0.16,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),United Kingdom,2007,0.15,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),United Kingdom,2008,0.15,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),United Kingdom,2009,0.15,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),United Kingdom,2010,0.16,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),United Kingdom,2011,0.14,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),United Kingdom,2012,0.13,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),United Kingdom,2013,0.13,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),United Kingdom,2014,0.12,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),United Kingdom,2015,0.11,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),United Kingdom,2016,0.11,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),United Kingdom,2017,0.11,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),United Kingdom,2018,0.11,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Government sector,Percentage of gross domestic product (GDP),United Kingdom,2019,0.12,p
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Austria,2002,0.56,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Austria,2004,0.58,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Austria,2005,0.59,e
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Austria,2006,0.57,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Austria,2007,0.58,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Austria,2008,0.64,e
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Austria,2009,0.68,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Austria,2010,0.7,e
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Austria,2011,0.68,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Austria,2012,0.72,e
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Austria,2013,0.72,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Austria,2014,0.73,e
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Austria,2015,0.72,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Austria,2016,0.69,e
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Austria,2017,0.69,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Austria,2018,0.69,e
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Austria,2019,0.68,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Austria,2020,0.73,p
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bosnia and Herzegovina,2012,0.07,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bosnia and Herzegovina,2013,0.11,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bosnia and Herzegovina,2014,0.16,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bosnia and Herzegovina,2019,0.11,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Belgium,2000,0.39,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Belgium,2001,0.4,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Belgium,2002,0.4,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Belgium,2003,0.41,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Belgium,2004,0.4,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Belgium,2005,0.4,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Belgium,2006,0.39,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Belgium,2007,0.39,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Belgium,2008,0.42,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Belgium,2009,0.47,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Belgium,2010,0.48,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Belgium,2011,0.49,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Belgium,2012,0.49,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Belgium,2013,0.51,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Belgium,2014,0.49,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Belgium,2015,0.49,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Belgium,2016,0.53,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Belgium,2017,0.53,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Belgium,2018,0.53,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Belgium,2019,0.53,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Belgium,2020,0.61,p
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bulgaria,2000,0.05,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bulgaria,2001,0.05,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bulgaria,2002,0.05,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bulgaria,2003,0.05,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bulgaria,2004,0.04,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bulgaria,2005,0.05,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bulgaria,2006,0.04,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bulgaria,2007,0.04,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bulgaria,2008,0.04,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bulgaria,2009,0.07,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bulgaria,2010,0.07,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bulgaria,2011,0.05,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bulgaria,2012,0.05,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bulgaria,2013,0.05,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bulgaria,2014,0.07,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bulgaria,2015,0.05,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bulgaria,2016,0.04,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bulgaria,2017,0.04,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bulgaria,2018,0.04,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bulgaria,2019,0.06,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Bulgaria,2020,0.05,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Switzerland,2000,0.52,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Switzerland,2002,0.57,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Switzerland,2004,0.59,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Switzerland,2006,0.58,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Switzerland,2008,0.64,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Switzerland,2010,0.7,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Switzerland,2012,0.8,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Switzerland,2014,0.84,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Switzerland,2015,0.87,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Switzerland,2017,0.9,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Switzerland,2019,0.91,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Cyprus,2000,0.06,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Cyprus,2001,0.06,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Cyprus,2002,0.08,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Cyprus,2003,0.1,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Cyprus,2004,0.12,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Cyprus,2005,0.14,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Cyprus,2006,0.16,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Cyprus,2007,0.18,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Cyprus,2008,0.17,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Cyprus,2009,0.21,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Cyprus,2010,0.22,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Cyprus,2011,0.24,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Cyprus,2012,0.24,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Cyprus,2013,0.26,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Cyprus,2014,0.25,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Cyprus,2015,0.24,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Cyprus,2016,0.21,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Cyprus,2017,0.22,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Cyprus,2018,0.25,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Cyprus,2019,0.27,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Cyprus,2020,0.3,p
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Czechia,2000,0.16,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Czechia,2001,0.17,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Czechia,2002,0.17,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Czechia,2003,0.17,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Czechia,2004,0.17,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Czechia,2005,0.22,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Czechia,2006,0.23,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Czechia,2007,0.24,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Czechia,2008,0.23,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Czechia,2009,0.26,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Czechia,2010,0.27,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Czechia,2011,0.38,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Czechia,2012,0.49,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Czechia,2013,0.51,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Czechia,2014,0.5,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Czechia,2015,0.48,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Czechia,2016,0.34,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Czechia,2017,0.35,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Czechia,2018,0.41,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Czechia,2019,0.42,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Czechia,2020,0.43,p
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Germany (until 1990 former territory of the FRG),2000,0.4,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Germany (until 1990 former territory of the FRG),2001,0.4,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Germany (until 1990 former territory of the FRG),2002,0.42,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Germany (until 1990 former territory of the FRG),2003,0.42,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Germany (until 1990 former territory of the FRG),2004,0.41,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Germany (until 1990 former territory of the FRG),2005,0.41,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Germany (until 1990 former territory of the FRG),2006,0.41,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Germany (until 1990 former territory of the FRG),2007,0.4,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Germany (until 1990 former territory of the FRG),2008,0.44,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Germany (until 1990 former territory of the FRG),2009,0.49,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Germany (until 1990 former territory of the FRG),2010,0.5,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Germany (until 1990 former territory of the FRG),2011,0.5,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Germany (until 1990 former territory of the FRG),2012,0.51,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Germany (until 1990 former territory of the FRG),2013,0.51,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Germany (until 1990 former territory of the FRG),2014,0.51,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Germany (until 1990 former territory of the FRG),2015,0.51,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Germany (until 1990 former territory of the FRG),2016,0.53,b
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Germany (until 1990 former territory of the FRG),2017,0.53,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Germany (until 1990 former territory of the FRG),2018,0.55,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Germany (until 1990 former territory of the FRG),2019,0.55,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Germany (until 1990 former territory of the FRG),2020,0.57,p
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Denmark,2000,0.43,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Denmark,2001,0.44,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Denmark,2002,0.56,b
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Denmark,2003,0.58,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Denmark,2004,0.59,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Denmark,2005,0.59,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Denmark,2006,0.62,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Denmark,2007,0.66,b
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Denmark,2008,0.75,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Denmark,2009,0.85,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Denmark,2010,0.88,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Denmark,2011,0.91,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Denmark,2012,0.94,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Denmark,2013,1.01,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Denmark,2014,0.98,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Denmark,2015,1.04,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Denmark,2016,1,
ESTAT:SDG_09_10(1.0),15/03/22 11:00:00,Annual,Higher education sector,Percentage of gross domestic product (GDP),Denmark,2017,0.97,
