TIME,COUNTRY,CITIZEN,SEX,VALUE
2017,Belgium,Reporting country,Total,64.1
2017,Belgium,Reporting country,Males,68.0
2017,Belgium,Reporting country,Females,60.1
2017,Bulgaria,EU27 countries (from 2020) except reporting country,Total,0
2017,Bulgaria,EU27 countries (from 2020) except reporting country,Males,0
2017,Bulgaria,EU27 countries (from 2020) except reporting country,Females,0
2017,Bulgaria,Reporting country,Total,66.9
2017,Bulgaria,Reporting country,Males,70.6
2017,Bulgaria,Reporting country,Females,63.1
2017,Czechia,EU27 countries (from 2020) except reporting country,Total,84.9
2017,Czechia,EU27 countries (from 2020) except reporting country,Males,93.5
2017,Czechia,EU27 countries (from 2020) except reporting country,Females,74.6
2017,Czechia,Reporting country,Total,73.5
2017,Czechia,Reporting country,Males,80.7
2017,Czechia,Reporting country,Females,66.1
2017,Denmark,EU27 countries (from 2020) except reporting country,Total,74.9
2017,Denmark,EU27 countries (from 2020) except reporting country,Males,79.6
2017,Denmark,EU27 countries (from 2020) except reporting country,Females,69.5
2017,Denmark,Reporting country,Total,74.3
2017,Denmark,Reporting country,Males,76.8
2017,Denmark,Reporting country,Females,71.7
2017,Germany (until 1990 former territory of the FRG),EU27 countries (from 2020) except reporting country,Total,76.4
2017,Germany (until 1990 former territory of the FRG),EU27 countries (from 2020) except reporting country,Males,84.2
2017,Germany (until 1990 former territory of the FRG),EU27 countries (from 2020) except reporting country,Females,67.5
2017,Germany (until 1990 former territory of the FRG),Reporting country,Total,77.3
2017,Germany (until 1990 former territory of the FRG),Reporting country,Males,80.3
2017,Germany (until 1990 former territory of the FRG),Reporting country,Females,74.1
2017,Estonia,EU27 countries (from 2020) except reporting country,Total,75.8
2017,Estonia,EU27 countries (from 2020) except reporting country,Males,82.7
2017,Estonia,EU27 countries (from 2020) except reporting country,Females,66.0
2017,Estonia,Reporting country,Total,74.1
2017,Estonia,Reporting country,Males,76.3
2017,Estonia,Reporting country,Females,72.1
2017,Ireland,EU27 countries (from 2020) except reporting country,Total,76.1
2017,Ireland,EU27 countries (from 2020) except reporting country,Males,82.8
2017,Ireland,EU27 countries (from 2020) except reporting country,Females,69.6
2017,Ireland,Reporting country,Total,67.1
2017,Ireland,Reporting country,Males,72.0
2017,Ireland,Reporting country,Females,62.4
2017,Greece,EU27 countries (from 2020) except reporting country,Total,54.0
2017,Greece,EU27 countries (from 2020) except reporting country,Males,66.6
2017,Greece,EU27 countries (from 2020) except reporting country,Females,46.4
2017,Greece,Reporting country,Total,53.6
2017,Greece,Reporting country,Males,62.6
2017,Greece,Reporting country,Females,44.7
2017,Spain,EU27 countries (from 2020) except reporting country,Total,63.6
2017,Spain,EU27 countries (from 2020) except reporting country,Males,70.3
2017,Spain,EU27 countries (from 2020) except reporting country,Females,57.5
2017,Spain,Reporting country,Total,61.4
2017,Spain,Reporting country,Males,66.6
2017,Spain,Reporting country,Females,56.2
2017,France,EU27 countries (from 2020) except reporting country,Total,67.2
2017,France,EU27 countries (from 2020) except reporting country,Males,69.7
2017,France,EU27 countries (from 2020) except reporting country,Females,64.9
2017,France,Reporting country,Total,65.8
2017,France,Reporting country,Males,68.8
2017,France,Reporting country,Females,62.8
2017,Croatia,EU27 countries (from 2020) except reporting country,Total,55.3
2017,Croatia,EU27 countries (from 2020) except reporting country,Males,57.9
2017,Croatia,EU27 countries (from 2020) except reporting country,Females,0
2017,Croatia,Reporting country,Total,59.0
2017,Croatia,Reporting country,Males,63.9
2017,Croatia,Reporting country,Females,54.1
2017,Italy,EU27 countries (from 2020) except reporting country,Total,63.7
2017,Italy,EU27 countries (from 2020) except reporting country,Males,72.1
2017,Italy,EU27 countries (from 2020) except reporting country,Females,58.0
2017,Italy,Reporting country,Total,57.7
2017,Italy,Reporting country,Males,66.5
2017,Italy,Reporting country,Females,48.8
2017,Cyprus,EU27 countries (from 2020) except reporting country,Total,71.7
2017,Cyprus,EU27 countries (from 2020) except reporting country,Males,79.3
2017,Cyprus,EU27 countries (from 2020) except reporting country,Females,64.3
2017,Cyprus,Reporting country,Total,65.2
2017,Cyprus,Reporting country,Males,69.7
2017,Cyprus,Reporting country,Females,60.9
2017,Latvia,EU27 countries (from 2020) except reporting country,Total,62.4
2017,Latvia,EU27 countries (from 2020) except reporting country,Males,0
2017,Latvia,EU27 countries (from 2020) except reporting country,Females,0
2017,Latvia,Reporting country,Total,70.9
2017,Latvia,Reporting country,Males,72.2
2017,Latvia,Reporting country,Females,69.7
2017,Lithuania,EU27 countries (from 2020) except reporting country,Total,100.0
2017,Lithuania,EU27 countries (from 2020) except reporting country,Males,0
2017,Lithuania,EU27 countries (from 2020) except reporting country,Females,0
2017,Lithuania,Reporting country,Total,70.4
2017,Lithuania,Reporting country,Males,70.6
2017,Lithuania,Reporting country,Females,70.2
2017,Luxembourg,EU27 countries (from 2020) except reporting country,Total,71.4
2017,Luxembourg,EU27 countries (from 2020) except reporting country,Males,75.1
2017,Luxembourg,EU27 countries (from 2020) except reporting country,Females,67.4
2017,Luxembourg,Reporting country,Total,63.2
2017,Luxembourg,Reporting country,Males,66.0
2017,Luxembourg,Reporting country,Females,60.4
2017,Hungary,EU27 countries (from 2020) except reporting country,Total,59.4
2017,Hungary,EU27 countries (from 2020) except reporting country,Males,68.1
2017,Hungary,EU27 countries (from 2020) except reporting country,Females,47.9
2017,Hungary,Reporting country,Total,68.2
2017,Hungary,Reporting country,Males,75.3
2017,Hungary,Reporting country,Females,61.3
2017,Malta,EU27 countries (from 2020) except reporting country,Total,83.7
2017,Malta,EU27 countries (from 2020) except reporting country,Males,87.9
2017,Malta,EU27 countries (from 2020) except reporting country,Females,77.8
2017,Malta,Reporting country,Total,67.9
2017,Malta,Reporting country,Males,79.4
2017,Malta,Reporting country,Females,55.9
2017,Netherlands,EU27 countries (from 2020) except reporting country,Total,75.6
2017,Netherlands,EU27 countries (from 2020) except reporting country,Males,82.0
2017,Netherlands,EU27 countries (from 2020) except reporting country,Females,70.9
2017,Netherlands,Reporting country,Total,76.7
2017,Netherlands,Reporting country,Males,81.0
2017,Netherlands,Reporting country,Females,72.3
2017,Austria,EU27 countries (from 2020) except reporting country,Total,74.4
2017,Austria,EU27 countries (from 2020) except reporting country,Males,80.6
2017,Austria,EU27 countries (from 2020) except reporting country,Females,68.8
2017,Austria,Reporting country,Total,73.8
2017,Austria,Reporting country,Males,77.3
2017,Austria,Reporting country,Females,70.3
2017,Poland,EU27 countries (from 2020) except reporting country,Total,78.7
2017,Poland,EU27 countries (from 2020) except reporting country,Males,83.2
2017,Poland,EU27 countries (from 2020) except reporting country,Females,71.9
2017,Poland,Reporting country,Total,66.1
2017,Poland,Reporting country,Males,72.8
2017,Poland,Reporting country,Females,59.4
2017,Portugal,EU27 countries (from 2020) except reporting country,Total,71.7
2017,Portugal,EU27 countries (from 2020) except reporting country,Males,78.1
2017,Portugal,EU27 countries (from 2020) except reporting country,Females,66.8
2017,Portugal,Reporting country,Total,67.8
2017,Portugal,Reporting country,Males,71.0
2017,Portugal,Reporting country,Females,64.8
2017,Romania,EU27 countries (from 2020) except reporting country,Total,0
2017,Romania,EU27 countries (from 2020) except reporting country,Males,0
2017,Romania,EU27 countries (from 2020) except reporting country,Females,0
2017,Romania,Reporting country,Total,63.9
2017,Romania,Reporting country,Males,71.8
2017,Romania,Reporting country,Females,55.8
2017,Slovenia,EU27 countries (from 2020) except reporting country,Total,73.0
2017,Slovenia,EU27 countries (from 2020) except reporting country,Males,78.4
2017,Slovenia,EU27 countries (from 2020) except reporting country,Females,67.4
2017,Slovenia,Reporting country,Total,69.3
2017,Slovenia,Reporting country,Males,72.1
2017,Slovenia,Reporting country,Females,66.3
2017,Slovakia,EU27 countries (from 2020) except reporting country,Total,78.7
2017,Slovakia,EU27 countries (from 2020) except reporting country,Males,91.4
2017,Slovakia,EU27 countries (from 2020) except reporting country,Females,68.7
2017,Slovakia,Reporting country,Total,66.2
2017,Slovakia,Reporting country,Males,71.9
2017,Slovakia,Reporting country,Females,60.3
2017,Finland,EU27 countries (from 2020) except reporting country,Total,72.5
2017,Finland,EU27 countries (from 2020) except reporting country,Males,79.2
2017,Finland,EU27 countries (from 2020) except reporting country,Females,65.0
2017,Finland,Reporting country,Total,70.5
2017,Finland,Reporting country,Males,71.5
2017,Finland,Reporting country,Females,69.4
2017,Sweden,EU27 countries (from 2020) except reporting country,Total,77.4
2017,Sweden,EU27 countries (from 2020) except reporting country,Males,80.8
2017,Sweden,EU27 countries (from 2020) except reporting country,Females,73.9
2017,Sweden,Reporting country,Total,78.6
2017,Sweden,Reporting country,Males,79.5
2017,Sweden,Reporting country,Females,77.6
2017,Iceland,EU27 countries (from 2020) except reporting country,Total,93.5
2017,Iceland,EU27 countries (from 2020) except reporting country,Males,93.9
2017,Iceland,EU27 countries (from 2020) except reporting country,Females,92.9
2017,Iceland,Reporting country,Total,85.8
2017,Iceland,Reporting country,Males,88.4
2017,Iceland,Reporting country,Females,83.1
2017,Norway,EU27 countries (from 2020) except reporting country,Total,80.6
2017,Norway,EU27 countries (from 2020) except reporting country,Males,85.5
2017,Norway,EU27 countries (from 2020) except reporting country,Females,74.4
2017,Norway,Reporting country,Total,74.4
2017,Norway,Reporting country,Males,75.5
2017,Norway,Reporting country,Females,73.2
2017,Switzerland,EU27 countries (from 2020) except reporting country,Total,81.8
2017,Switzerland,EU27 countries (from 2020) except reporting country,Males,86.5
2017,Switzerland,EU27 countries (from 2020) except reporting country,Females,75.8
2017,Switzerland,Reporting country,Total,81.3
2017,Switzerland,Reporting country,Males,84.6
2017,Switzerland,Reporting country,Females,78.0
2017,United Kingdom,EU27 countries (from 2020) except reporting country,Total,80.0
2017,United Kingdom,EU27 countries (from 2020) except reporting country,Males,87.6
2017,United Kingdom,EU27 countries (from 2020) except reporting country,Females,72.8
2017,United Kingdom,Reporting country,Total,74.3
2017,United Kingdom,Reporting country,Males,78.2
2017,United Kingdom,Reporting country,Females,70.5
2017,Montenegro,EU27 countries (from 2020) except reporting country,Total,0
2017,Montenegro,EU27 countries (from 2020) except reporting country,Males,0
2017,Montenegro,EU27 countries (from 2020) except reporting country,Females,0
2017,Montenegro,Reporting country,Total,53.0
2017,Montenegro,Reporting country,Males,59.2
2017,Montenegro,Reporting country,Females,46.8
2017,North Macedonia,EU27 countries (from 2020) except reporting country,Total,0
2017,North Macedonia,EU27 countries (from 2020) except reporting country,Males,0
2017,North Macedonia,EU27 countries (from 2020) except reporting country,Females,0
2017,North Macedonia,Reporting country,Total,50.6
2017,North Macedonia,Reporting country,Males,60.5
2017,North Macedonia,Reporting country,Females,40.4
2017,Serbia,EU27 countries (from 2020) except reporting country,Total,50.6
2017,Serbia,EU27 countries (from 2020) except reporting country,Males,76.7
2017,Serbia,EU27 countries (from 2020) except reporting country,Females,37.7
2017,Serbia,Reporting country,Total,57.4
2017,Serbia,Reporting country,Males,63.9
2017,Serbia,Reporting country,Females,50.9
2018,Belgium,EU27 countries (from 2020) except reporting country,Total,65.9
2018,Belgium,EU27 countries (from 2020) except reporting country,Males,71.2
2018,Belgium,EU27 countries (from 2020) except reporting country,Females,60.5
2018,Belgium,Reporting country,Total,65.4
2018,Belgium,Reporting country,Males,68.6
2018,Belgium,Reporting country,Females,62.1
2018,Bulgaria,EU27 countries (from 2020) except reporting country,Total,0
2018,Bulgaria,EU27 countries (from 2020) except reporting country,Males,0
2018,Bulgaria,EU27 countries (from 2020) except reporting country,Females,0
2018,Bulgaria,Reporting country,Total,67.8
2018,Bulgaria,Reporting country,Males,71.5
2018,Bulgaria,Reporting country,Females,64.0
2018,Czechia,EU27 countries (from 2020) except reporting country,Total,84.9
2018,Czechia,EU27 countries (from 2020) except reporting country,Males,95.6
2018,Czechia,EU27 countries (from 2020) except reporting country,Females,71.5
2018,Czechia,Reporting country,Total,74.7
2018,Czechia,Reporting country,Males,81.5
2018,Czechia,Reporting country,Females,67.6
2018,Denmark,EU27 countries (from 2020) except reporting country,Total,73.1
2018,Denmark,EU27 countries (from 2020) except reporting country,Males,80.2
2018,Denmark,EU27 countries (from 2020) except reporting country,Females,65.8
2018,Denmark,Reporting country,Total,75.2
2018,Denmark,Reporting country,Males,77.6
2018,Denmark,Reporting country,Females,72.7
2018,Germany (until 1990 former territory of the FRG),EU27 countries (from 2020) except reporting country,Total,77.3
2018,Germany (until 1990 former territory of the FRG),EU27 countries (from 2020) except reporting country,Males,84.6
2018,Germany (until 1990 former territory of the FRG),EU27 countries (from 2020) except reporting country,Females,69.0
2018,Germany (until 1990 former territory of the FRG),Reporting country,Total,77.8
2018,Germany (until 1990 former territory of the FRG),Reporting country,Males,80.9
2018,Germany (until 1990 former territory of the FRG),Reporting country,Females,74.7
2018,Estonia,EU27 countries (from 2020) except reporting country,Total,65.3
2018,Estonia,EU27 countries (from 2020) except reporting country,Males,75.5
2018,Estonia,EU27 countries (from 2020) except reporting country,Females,52.8
2018,Estonia,Reporting country,Total,75.0
2018,Estonia,Reporting country,Males,77.8
2018,Estonia,Reporting country,Females,72.3
2018,Ireland,EU27 countries (from 2020) except reporting country,Total,78.1
2018,Ireland,EU27 countries (from 2020) except reporting country,Males,85.2
2018,Ireland,EU27 countries (from 2020) except reporting country,Females,71.4
2018,Ireland,Reporting country,Total,67.9
2018,Ireland,Reporting country,Males,72.8
2018,Ireland,Reporting country,Females,63.1
2018,Greece,EU27 countries (from 2020) except reporting country,Total,50.3
2018,Greece,EU27 countries (from 2020) except reporting country,Males,66.0
2018,Greece,EU27 countries (from 2020) except reporting country,Females,41.5
2018,Greece,Reporting country,Total,55.1
2018,Greece,Reporting country,Males,64.6
2018,Greece,Reporting country,Females,45.7
2018,Spain,EU27 countries (from 2020) except reporting country,Total,65.2
2018,Spain,EU27 countries (from 2020) except reporting country,Males,72.3
2018,Spain,EU27 countries (from 2020) except reporting country,Females,58.6
2018,Spain,Reporting country,Total,62.8
2018,Spain,Reporting country,Males,68.0
2018,Spain,Reporting country,Females,57.5
2018,France,EU27 countries (from 2020) except reporting country,Total,69.9
2018,France,EU27 countries (from 2020) except reporting country,Males,74.4
2018,France,EU27 countries (from 2020) except reporting country,Females,65.5
2018,France,Reporting country,Total,66.2
2018,France,Reporting country,Males,69.0
2018,France,Reporting country,Females,63.4
2018,Croatia,EU27 countries (from 2020) except reporting country,Total,71.5
2018,Croatia,EU27 countries (from 2020) except reporting country,Males,73.4
2018,Croatia,EU27 countries (from 2020) except reporting country,Females,70.4
2018,Croatia,Reporting country,Total,60.6
2018,Croatia,Reporting country,Males,65.4
2018,Croatia,Reporting country,Females,55.9
2018,Italy,EU27 countries (from 2020) except reporting country,Total,63.4
2018,Italy,EU27 countries (from 2020) except reporting country,Males,74.7
2018,Italy,EU27 countries (from 2020) except reporting country,Females,55.8
2018,Italy,Reporting country,Total,58.2
2018,Italy,Reporting country,Males,67.0
2018,Italy,Reporting country,Females,49.4
2018,Cyprus,EU27 countries (from 2020) except reporting country,Total,72.3
2018,Cyprus,EU27 countries (from 2020) except reporting country,Males,79.6
2018,Cyprus,EU27 countries (from 2020) except reporting country,Females,65.8
2018,Cyprus,Reporting country,Total,68.8
2018,Cyprus,Reporting country,Males,73.5
2018,Cyprus,Reporting country,Females,64.3
2018,Latvia,EU27 countries (from 2020) except reporting country,Total,66.3
2018,Latvia,EU27 countries (from 2020) except reporting country,Males,0
2018,Latvia,EU27 countries (from 2020) except reporting country,Females,0
2018,Latvia,Reporting country,Total,72.7
2018,Latvia,Reporting country,Males,73.8
2018,Latvia,Reporting country,Females,71.6
2018,Lithuania,EU27 countries (from 2020) except reporting country,Total,94.8
2018,Lithuania,EU27 countries (from 2020) except reporting country,Males,0
2018,Lithuania,EU27 countries (from 2020) except reporting country,Females,0
2018,Lithuania,Reporting country,Total,72.4
2018,Lithuania,Reporting country,Males,73.2
2018,Lithuania,Reporting country,Females,71.6
2018,Luxembourg,EU27 countries (from 2020) except reporting country,Total,73.3
2018,Luxembourg,EU27 countries (from 2020) except reporting country,Males,76.4
2018,Luxembourg,EU27 countries (from 2020) except reporting country,Females,70.0
2018,Luxembourg,Reporting country,Total,63.2
2018,Luxembourg,Reporting country,Males,66.3
2018,Luxembourg,Reporting country,Females,60.1
2018,Hungary,EU27 countries (from 2020) except reporting country,Total,66.5
2018,Hungary,EU27 countries (from 2020) except reporting country,Males,80.2
2018,Hungary,EU27 countries (from 2020) except reporting country,Females,52.9
2018,Hungary,Reporting country,Total,69.3
2018,Hungary,Reporting country,Males,76.4
2018,Hungary,Reporting country,Females,62.4
2018,Malta,EU27 countries (from 2020) except reporting country,Total,84.9
2018,Malta,EU27 countries (from 2020) except reporting country,Males,88.7
2018,Malta,EU27 countries (from 2020) except reporting country,Females,79.7
2018,Malta,Reporting country,Total,70.3
2018,Malta,Reporting country,Males,81.0
2018,Malta,Reporting country,Females,58.4
2018,Netherlands,EU27 countries (from 2020) except reporting country,Total,74.8
2018,Netherlands,EU27 countries (from 2020) except reporting country,Males,83.4
2018,Netherlands,EU27 countries (from 2020) except reporting country,Females,68.1
2018,Netherlands,Reporting country,Total,78.1
2018,Netherlands,Reporting country,Males,82.2
2018,Netherlands,Reporting country,Females,73.9
2018,Austria,EU27 countries (from 2020) except reporting country,Total,73.8
2018,Austria,EU27 countries (from 2020) except reporting country,Males,80.1
2018,Austria,EU27 countries (from 2020) except reporting country,Females,68.1
2018,Austria,Reporting country,Total,74.4
2018,Austria,Reporting country,Males,78.2
2018,Austria,Reporting country,Females,70.5
2018,Poland,EU27 countries (from 2020) except reporting country,Total,85.2
2018,Poland,EU27 countries (from 2020) except reporting country,Males,92.2
2018,Poland,EU27 countries (from 2020) except reporting country,Females,0
2018,Poland,Reporting country,Total,67.4
2018,Poland,Reporting country,Males,74.0
2018,Poland,Reporting country,Females,60.8
2018,Portugal,EU27 countries (from 2020) except reporting country,Total,73.8
2018,Portugal,EU27 countries (from 2020) except reporting country,Males,76.3
2018,Portugal,EU27 countries (from 2020) except reporting country,Females,72.0
2018,Portugal,Reporting country,Total,69.7
2018,Portugal,Reporting country,Males,72.6
2018,Portugal,Reporting country,Females,67.0
2018,Romania,EU27 countries (from 2020) except reporting country,Total,0
2018,Romania,EU27 countries (from 2020) except reporting country,Males,0
2018,Romania,EU27 countries (from 2020) except reporting country,Females,0
2018,Romania,Reporting country,Total,64.8
2018,Romania,Reporting country,Males,73.2
2018,Romania,Reporting country,Females,56.2
2018,Slovenia,EU27 countries (from 2020) except reporting country,Total,81.1
2018,Slovenia,EU27 countries (from 2020) except reporting country,Males,82.3
2018,Slovenia,EU27 countries (from 2020) except reporting country,Females,80.1
2018,Slovenia,Reporting country,Total,71.3
2018,Slovenia,Reporting country,Males,74.1
2018,Slovenia,Reporting country,Females,68.3
2018,Slovakia,EU27 countries (from 2020) except reporting country,Total,66.8
2018,Slovakia,EU27 countries (from 2020) except reporting country,Males,0
2018,Slovakia,EU27 countries (from 2020) except reporting country,Females,0
2018,Slovakia,Reporting country,Total,67.6
2018,Slovakia,Reporting country,Males,73.8
2018,Slovakia,Reporting country,Females,61.2
2018,Finland,EU27 countries (from 2020) except reporting country,Total,71.6
2018,Finland,EU27 countries (from 2020) except reporting country,Males,77.7
2018,Finland,EU27 countries (from 2020) except reporting country,Females,64.4
2018,Finland,Reporting country,Total,72.7
2018,Finland,Reporting country,Males,73.7
2018,Finland,Reporting country,Females,71.6
2018,Sweden,EU27 countries (from 2020) except reporting country,Total,79.2
2018,Sweden,EU27 countries (from 2020) except reporting country,Males,81.9
2018,Sweden,EU27 countries (from 2020) except reporting country,Females,76.4
2018,Sweden,Reporting country,Total,79.4
2018,Sweden,Reporting country,Males,80.4
2018,Sweden,Reporting country,Females,78.3
2018,Iceland,EU27 countries (from 2020) except reporting country,Total,87.7
2018,Iceland,EU27 countries (from 2020) except reporting country,Males,91.2
2018,Iceland,EU27 countries (from 2020) except reporting country,Females,82.7
2018,Iceland,Reporting country,Total,85.0
2018,Iceland,Reporting country,Males,87.3
2018,Iceland,Reporting country,Females,82.5
2018,Norway,EU27 countries (from 2020) except reporting country,Total,80.3
2018,Norway,EU27 countries (from 2020) except reporting country,Males,84.0
2018,Norway,EU27 countries (from 2020) except reporting country,Females,75.9
2018,Norway,Reporting country,Total,75.4
2018,Norway,Reporting country,Males,77.0
2018,Norway,Reporting country,Females,73.8
2018,Switzerland,EU27 countries (from 2020) except reporting country,Total,82.2
2018,Switzerland,EU27 countries (from 2020) except reporting country,Males,86.0
2018,Switzerland,EU27 countries (from 2020) except reporting country,Females,77.4
2018,Switzerland,Reporting country,Total,81.5
2018,Switzerland,Reporting country,Males,84.9
2018,Switzerland,Reporting country,Females,78.2
2018,United Kingdom,EU27 countries (from 2020) except reporting country,Total,82.0
2018,United Kingdom,EU27 countries (from 2020) except reporting country,Males,89.0
2018,United Kingdom,EU27 countries (from 2020) except reporting country,Females,75.6
2018,United Kingdom,Reporting country,Total,74.8
2018,United Kingdom,Reporting country,Males,78.6
2018,United Kingdom,Reporting country,Females,70.9
2018,Montenegro,EU27 countries (from 2020) except reporting country,Total,0
2018,Montenegro,EU27 countries (from 2020) except reporting country,Males,0
2018,Montenegro,EU27 countries (from 2020) except reporting country,Females,0
2018,Montenegro,Reporting country,Total,54.5
2018,Montenegro,Reporting country,Males,60.7
2018,Montenegro,Reporting country,Females,48.3
2018,North Macedonia,EU27 countries (from 2020) except reporting country,Total,0
2018,North Macedonia,EU27 countries (from 2020) except reporting country,Males,0
2018,North Macedonia,EU27 countries (from 2020) except reporting country,Females,0
2018,North Macedonia,Reporting country,Total,51.7
2018,North Macedonia,Reporting country,Males,61.4
2018,North Macedonia,Reporting country,Females,41.8
2018,Serbia,EU27 countries (from 2020) except reporting country,Total,64.6
2018,Serbia,EU27 countries (from 2020) except reporting country,Males,68.0
2018,Serbia,EU27 countries (from 2020) except reporting country,Females,61.8
2018,Serbia,Reporting country,Total,58.8
2018,Serbia,Reporting country,Males,65.7
2018,Serbia,Reporting country,Females,52.0
2019,Belgium,EU27 countries (from 2020) except reporting country,Total,66.7
2019,Belgium,EU27 countries (from 2020) except reporting country,Males,71.7
2019,Belgium,EU27 countries (from 2020) except reporting country,Females,61.8
2019,Belgium,Reporting country,Total,66.3
2019,Belgium,Reporting country,Males,69.2
2019,Belgium,Reporting country,Females,63.3
2019,Bulgaria,EU27 countries (from 2020) except reporting country,Total,0
2019,Bulgaria,EU27 countries (from 2020) except reporting country,Males,0
2019,Bulgaria,EU27 countries (from 2020) except reporting country,Females,0
2019,Bulgaria,Reporting country,Total,70.1
2019,Bulgaria,Reporting country,Males,74.1
2019,Bulgaria,Reporting country,Females,66.1
2019,Czechia,EU27 countries (from 2020) except reporting country,Total,84.3
2019,Czechia,EU27 countries (from 2020) except reporting country,Males,93.4
2019,Czechia,EU27 countries (from 2020) except reporting country,Females,73.4
2019,Czechia,Reporting country,Total,75.0
2019,Czechia,Reporting country,Males,81.7
2019,Czechia,Reporting country,Females,68.0
2019,Denmark,EU27 countries (from 2020) except reporting country,Total,77.2
2019,Denmark,EU27 countries (from 2020) except reporting country,Males,83.1
2019,Denmark,EU27 countries (from 2020) except reporting country,Females,71.1
2019,Denmark,Reporting country,Total,75.9
2019,Denmark,Reporting country,Males,78.4
2019,Denmark,Reporting country,Females,73.4
2019,Germany (until 1990 former territory of the FRG),EU27 countries (from 2020) except reporting country,Total,78.2
2019,Germany (until 1990 former territory of the FRG),EU27 countries (from 2020) except reporting country,Males,85.2
2019,Germany (until 1990 former territory of the FRG),EU27 countries (from 2020) except reporting country,Females,70.4
2019,Germany (until 1990 former territory of the FRG),Reporting country,Total,78.4
2019,Germany (until 1990 former territory of the FRG),Reporting country,Males,81.5
2019,Germany (until 1990 former territory of the FRG),Reporting country,Females,75.4
2019,Estonia,EU27 countries (from 2020) except reporting country,Total,73.5
2019,Estonia,EU27 countries (from 2020) except reporting country,Males,78.2
2019,Estonia,EU27 countries (from 2020) except reporting country,Females,68.8
2019,Estonia,Reporting country,Total,75.2
2019,Estonia,Reporting country,Males,77.9
2019,Estonia,Reporting country,Females,72.6
2019,Ireland,EU27 countries (from 2020) except reporting country,Total,77.5
2019,Ireland,EU27 countries (from 2020) except reporting country,Males,84.6
2019,Ireland,EU27 countries (from 2020) except reporting country,Females,70.8
2019,Ireland,Reporting country,Total,68.9
2019,Ireland,Reporting country,Males,73.8
2019,Ireland,Reporting country,Females,64.1
2019,Greece,EU27 countries (from 2020) except reporting country,Total,48.6
2019,Greece,EU27 countries (from 2020) except reporting country,Males,62.9
2019,Greece,EU27 countries (from 2020) except reporting country,Females,40.5
2019,Greece,Reporting country,Total,56.7
2019,Greece,Reporting country,Males,65.8
2019,Greece,Reporting country,Females,47.8
2019,Spain,EU27 countries (from 2020) except reporting country,Total,68.3
2019,Spain,EU27 countries (from 2020) except reporting country,Males,75.2
2019,Spain,EU27 countries (from 2020) except reporting country,Females,61.8
2019,Spain,Reporting country,Total,63.7
2019,Spain,Reporting country,Males,68.6
2019,Spain,Reporting country,Females,58.7
2019,France,EU27 countries (from 2020) except reporting country,Total,69.4
2019,France,EU27 countries (from 2020) except reporting country,Males,73.9
2019,France,EU27 countries (from 2020) except reporting country,Females,64.9
2019,France,Reporting country,Total,66.4
2019,France,Reporting country,Males,68.9
2019,France,Reporting country,Females,64.0
2019,Croatia,EU27 countries (from 2020) except reporting country,Total,77.5
2019,Croatia,EU27 countries (from 2020) except reporting country,Males,67.2
2019,Croatia,EU27 countries (from 2020) except reporting country,Females,85.6
2019,Croatia,Reporting country,Total,62.1
2019,Croatia,Reporting country,Males,67.0
2019,Croatia,Reporting country,Females,57.1
2019,Italy,EU27 countries (from 2020) except reporting country,Total,62.7
2019,Italy,EU27 countries (from 2020) except reporting country,Males,74.0
2019,Italy,EU27 countries (from 2020) except reporting country,Females,54.9
2019,Italy,Reporting country,Total,58.8
2019,Italy,Reporting country,Males,67.3
2019,Italy,Reporting country,Females,50.2
2019,Cyprus,EU27 countries (from 2020) except reporting country,Total,77.0
2019,Cyprus,EU27 countries (from 2020) except reporting country,Males,83.0
2019,Cyprus,EU27 countries (from 2020) except reporting country,Females,71.4
2019,Cyprus,Reporting country,Total,70.1
2019,Cyprus,Reporting country,Males,75.8
2019,Cyprus,Reporting country,Females,64.6
2019,Latvia,EU27 countries (from 2020) except reporting country,Total,0
2019,Latvia,EU27 countries (from 2020) except reporting country,Males,0
2019,Latvia,EU27 countries (from 2020) except reporting country,Females,0
2019,Latvia,Reporting country,Total,72.8
2019,Latvia,Reporting country,Males,74.0
2019,Latvia,Reporting country,Females,71.7
2019,Lithuania,EU27 countries (from 2020) except reporting country,Total,75.3
2019,Lithuania,EU27 countries (from 2020) except reporting country,Males,100.0
2019,Lithuania,EU27 countries (from 2020) except reporting country,Females,0
2019,Lithuania,Reporting country,Total,73.0
2019,Lithuania,Reporting country,Males,73.4
2019,Lithuania,Reporting country,Females,72.6
2019,Luxembourg,EU27 countries (from 2020) except reporting country,Total,73.1
2019,Luxembourg,EU27 countries (from 2020) except reporting country,Males,77.1
2019,Luxembourg,EU27 countries (from 2020) except reporting country,Females,68.8
2019,Luxembourg,Reporting country,Total,64.1
2019,Luxembourg,Reporting country,Males,66.8
2019,Luxembourg,Reporting country,Females,61.4
2019,Hungary,EU27 countries (from 2020) except reporting country,Total,70.1
2019,Hungary,EU27 countries (from 2020) except reporting country,Males,78.7
2019,Hungary,EU27 countries (from 2020) except reporting country,Females,61.7
2019,Hungary,Reporting country,Total,70.1
2019,Hungary,Reporting country,Males,77.4
2019,Hungary,Reporting country,Females,63.0
2019,Malta,EU27 countries (from 2020) except reporting country,Total,85.2
2019,Malta,EU27 countries (from 2020) except reporting country,Males,88.0
2019,Malta,EU27 countries (from 2020) except reporting country,Females,82.2
2019,Malta,Reporting country,Total,71.8
