"TIME","GEO","UNIT","SECTOR","COFOG99","NA_ITEM","Value"
"2014","Croatia","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","6.8"
"2014","Croatia","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.4"
"2014","Croatia","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","3.7"
"2014","Croatia","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","0.6"
"2014","Croatia","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","2.4"
"2014","Croatia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.4"
"2014","Croatia","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","1.5"
"2014","Croatia","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","1.2"
"2014","Croatia","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","3.0"
"2014","Croatia","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","1.7"
"2014","Croatia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5"
"2014","Croatia","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","0.7"
"2014","Croatia","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","4.9"
"2014","Croatia","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","0.9"
"2014","Croatia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.3"
"2014","Croatia","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","2.2"
"2014","Croatia","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","9.0"
"2014","Croatia","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","2.1"
"2014","Croatia","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","0.5"
"2014","Croatia","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.1"
"2014","Croatia","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","0.2"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","50.9"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","9.4"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","1.2"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","1.9"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","4.0"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.9"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","1.8"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","0.9"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","0.5"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.1"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","1.0"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","2.6"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","3.0"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","0.7"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","0.3"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","4.0"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","0.3"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","21.1"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","1.8"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","13.7"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","1.0"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","1.2"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.0"
"2014","Italy","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","0.6"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","49.4"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","9.1"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","1.6"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","1.8"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","11.4"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.3"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","0.6"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","0.3"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","2.2"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","2.7"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","0.6"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","0.1"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","1.9"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","0.9"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","0.3"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","5.6"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","0.9"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.9"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","0.6"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","6.1"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","2.8"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","1.3"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.0"
"2014","Cyprus","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","1.5"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","38.9"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","4.8"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","0.9"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","2.0"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","6.6"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","1.3"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","3.7"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","0.7"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","1.1"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","3.8"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","0.5"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","1.0"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","2.1"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","1.7"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","1.2"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","5.9"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","1.0"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","11.4"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","1.9"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","7.3"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","0.9"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","0.4"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.1"
"2014","Latvia","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","0.4"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","34.7"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","4.8"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","1.0"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","1.7"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","3.5"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.4"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","1.2"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","0.6"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","0.3"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.4"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","0.7"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","1.4"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","2.0"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","0.9"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","0.6"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","5.0"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","1.2"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.6"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","3.9"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","6.3"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","1.0"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","0.4"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.1"
"2014","Lithuania","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","0.4"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","40.6"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","4.7"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","0.3"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","1.0"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","5.0"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.1"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","3.2"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","0.8"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","0.6"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.1"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","1.9"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","1.0"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","1.9"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","1.1"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","0.4"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","4.6"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","0.5"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.5"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","3.0"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","9.2"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","3.3"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","1.1"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.0"
"2014","Luxembourg","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","0.7"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","50.0"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","9.8"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","0.6"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","1.9"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","8.5"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.2"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","4.5"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","1.2"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","0.9"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.8"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","1.0"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","1.4"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","2.0"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","2.0"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","0.8"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","5.2"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","0.9"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","15.3"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","3.1"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","7.4"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","2.0"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","0.5"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.4"
"2014","Hungary","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","0.6"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","40.2"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","6.6"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","0.7"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","1.3"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","5.3"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.5"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","1.7"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","1.5"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","0.3"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.5"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","0.5"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","1.0"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","3.7"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","1.0"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","0.8"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","5.4"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","1.0"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.7"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","1.3"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","7.4"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","1.1"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","0.5"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.1"
"2014","Malta","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","0.3"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","45.9"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","5.1"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","1.1"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","1.9"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","4.1"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.1"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","2.4"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","1.4"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","0.5"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","8.0"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","0.9"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","2.4"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","3.8"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","1.3"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","0.4"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","5.4"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","1.3"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","17.0"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","4.6"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","6.9"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","1.4"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","1.4"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.4"
"2014","Netherlands","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","2.2"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","52.4"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","6.8"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","0.6"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","1.3"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","7.4"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.0"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","3.0"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","0.5"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","0.3"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.9"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","1.1"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","1.4"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","4.5"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","1.2"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","0.5"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","4.9"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","0.8"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","21.5"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","2.0"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","13.0"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","2.3"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","1.4"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.1"
"2014","Austria","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","0.9"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","42.6"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","5.1"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","1.5"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","2.2"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","5.3"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.2"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","3.6"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","0.6"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","0.7"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.7"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","0.1"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","1.5"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","2.9"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","1.2"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","0.7"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","5.3"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","1.5"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.0"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","2.5"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Old age","Total general government expenditure","9.3"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Family and children","Total general government expenditure","1.4"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Unemployment","Total general government expenditure","0.5"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Housing","Total general government expenditure","0.1"
"2014","Poland","Percentage of gross domestic product (GDP)","General government","Social exclusion n.e.c.","Total general government expenditure","0.3"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","51.7"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","9.2"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","1.0"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","1.9"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","7.0"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.0"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","2.4"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","0.6"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","0.5"
"2014","Portugal","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.3"
