"TIME","GEO","AGE","SEX","INDIC_IL","UNIT","Value"
"2015","United Kingdom","65 years or over","Total","Median equivalised net income","Euro","19,032"
"2015","United Kingdom","Less than 75 years","Total","Median equivalised net income","Euro","21,437"
"2015","United Kingdom","75 years or over","Total","Median equivalised net income","Euro","17,434"
"2015","North Macedonia","Total","Total","Median equivalised net income","Euro","2,119"
"2015","North Macedonia","Less than 6 years","Total","Median equivalised net income","Euro","1,859"
"2015","North Macedonia","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2015","North Macedonia","From 6 to 11 years","Total","Median equivalised net income","Euro","1,916"
"2015","North Macedonia","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2015","North Macedonia","From 12 to 17 years","Total","Median equivalised net income","Euro","1,750"
"2015","North Macedonia","Less than 16 years","Total","Median equivalised net income","Euro","1,854"
"2015","North Macedonia","From 16 to 24 years","Total","Median equivalised net income","Euro","1,937"
"2015","North Macedonia","From 16 to 64 years","Total","Median equivalised net income","Euro","2,157"
"2015","North Macedonia","16 years or over","Total","Median equivalised net income","Euro","2,184"
"2015","North Macedonia","Less than 18 years","Total","Median equivalised net income","Euro","1,842"
"2015","North Macedonia","From 18 to 24 years","Total","Median equivalised net income","Euro","2,009"
"2015","North Macedonia","From 18 to 64 years","Total","Median equivalised net income","Euro","2,178"
"2015","North Macedonia","18 years or over","Total","Median equivalised net income","Euro","2,204"
"2015","North Macedonia","From 25 to 49 years","Total","Median equivalised net income","Euro","2,160"
"2015","North Macedonia","From 25 to 54 years","Total","Median equivalised net income","Euro","2,195"
"2015","North Macedonia","From 50 to 64 years","Total","Median equivalised net income","Euro","2,343"
"2015","North Macedonia","From 55 to 64 years","Total","Median equivalised net income","Euro","2,282"
"2015","North Macedonia","Less than 60 years","Total","Median equivalised net income","Euro","2,079"
"2015","North Macedonia","60 years or over","Total","Median equivalised net income","Euro","2,326"
"2015","North Macedonia","Less than 65 years","Total","Median equivalised net income","Euro","2,095"
"2015","North Macedonia","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2015","North Macedonia","65 years or over","Total","Median equivalised net income","Euro","2,337"
"2015","North Macedonia","Less than 75 years","Total","Median equivalised net income","Euro","2,115"
"2015","North Macedonia","75 years or over","Total","Median equivalised net income","Euro","2,190"
"2015","Serbia","Total","Total","Median equivalised net income","Euro","2,382"
"2015","Serbia","Less than 6 years","Total","Median equivalised net income","Euro","2,586"
"2015","Serbia","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2015","Serbia","From 6 to 11 years","Total","Median equivalised net income","Euro","2,199"
"2015","Serbia","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2015","Serbia","From 12 to 17 years","Total","Median equivalised net income","Euro","1,932"
"2015","Serbia","Less than 16 years","Total","Median equivalised net income","Euro","2,207"
"2015","Serbia","From 16 to 24 years","Total","Median equivalised net income","Euro","2,082"
"2015","Serbia","From 16 to 64 years","Total","Median equivalised net income","Euro","2,373"
"2015","Serbia","16 years or over","Total","Median equivalised net income","Euro","2,419"
"2015","Serbia","Less than 18 years","Total","Median equivalised net income","Euro","2,179"
"2015","Serbia","From 18 to 24 years","Total","Median equivalised net income","Euro","2,131"
"2015","Serbia","From 18 to 64 years","Total","Median equivalised net income","Euro","2,387"
"2015","Serbia","18 years or over","Total","Median equivalised net income","Euro","2,438"
"2015","Serbia","From 25 to 49 years","Total","Median equivalised net income","Euro","2,455"
"2015","Serbia","From 25 to 54 years","Total","Median equivalised net income","Euro","2,436"
"2015","Serbia","From 50 to 64 years","Total","Median equivalised net income","Euro","2,404"
"2015","Serbia","From 55 to 64 years","Total","Median equivalised net income","Euro","2,496"
"2015","Serbia","Less than 60 years","Total","Median equivalised net income","Euro","2,321"
"2015","Serbia","60 years or over","Total","Median equivalised net income","Euro","2,550"
"2015","Serbia","Less than 65 years","Total","Median equivalised net income","Euro","2,348"
"2015","Serbia","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2015","Serbia","65 years or over","Total","Median equivalised net income","Euro","2,523"
"2015","Serbia","Less than 75 years","Total","Median equivalised net income","Euro","2,387"
"2015","Serbia","75 years or over","Total","Median equivalised net income","Euro","2,319"
"2015","Turkey","Total","Total","Median equivalised net income","Euro","3,386"
"2015","Turkey","Less than 6 years","Total","Median equivalised net income","Euro","2,807"
"2015","Turkey","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2015","Turkey","From 6 to 11 years","Total","Median equivalised net income","Euro","2,635"
"2015","Turkey","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2015","Turkey","From 12 to 17 years","Total","Median equivalised net income","Euro","2,703"
"2015","Turkey","Less than 16 years","Total","Median equivalised net income","Euro","2,694"
"2015","Turkey","From 16 to 24 years","Total","Median equivalised net income","Euro","3,140"
"2015","Turkey","From 16 to 64 years","Total","Median equivalised net income","Euro","3,662"
"2015","Turkey","16 years or over","Total","Median equivalised net income","Euro","3,633"
"2015","Turkey","Less than 18 years","Total","Median equivalised net income","Euro","2,711"
"2015","Turkey","From 18 to 24 years","Total","Median equivalised net income","Euro","3,255"
"2015","Turkey","From 18 to 64 years","Total","Median equivalised net income","Euro","3,723"
"2015","Turkey","18 years or over","Total","Median equivalised net income","Euro","3,690"
"2015","Turkey","From 25 to 49 years","Total","Median equivalised net income","Euro","3,680"
"2015","Turkey","From 25 to 54 years","Total","Median equivalised net income","Euro","3,764"
"2015","Turkey","From 50 to 64 years","Total","Median equivalised net income","Euro","4,239"
"2015","Turkey","From 55 to 64 years","Total","Median equivalised net income","Euro","4,218"
"2015","Turkey","Less than 60 years","Total","Median equivalised net income","Euro","3,340"
"2015","Turkey","60 years or over","Total","Median equivalised net income","Euro","3,693"
"2015","Turkey","Less than 65 years","Total","Median equivalised net income","Euro","3,372"
"2015","Turkey","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2015","Turkey","65 years or over","Total","Median equivalised net income","Euro","3,510"
"2015","Turkey","Less than 75 years","Total","Median equivalised net income","Euro","3,387"
"2015","Turkey","75 years or over","Total","Median equivalised net income","Euro","3,338"
"2016","Belgium","Total","Total","Median equivalised net income","Euro","22,295"
"2016","Belgium","Less than 6 years","Total","Median equivalised net income","Euro","23,918"
"2016","Belgium","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2016","Belgium","From 6 to 11 years","Total","Median equivalised net income","Euro","23,469"
"2016","Belgium","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2016","Belgium","From 12 to 17 years","Total","Median equivalised net income","Euro","20,371"
"2016","Belgium","Less than 16 years","Total","Median equivalised net income","Euro","23,180"
"2016","Belgium","From 16 to 24 years","Total","Median equivalised net income","Euro","20,422"
"2016","Belgium","From 16 to 64 years","Total","Median equivalised net income","Euro","23,703"
"2016","Belgium","16 years or over","Total","Median equivalised net income","Euro","22,176"
"2016","Belgium","Less than 18 years","Total","Median equivalised net income","Euro","22,468"
"2016","Belgium","From 18 to 24 years","Total","Median equivalised net income","Euro","20,924"
"2016","Belgium","From 18 to 64 years","Total","Median equivalised net income","Euro","23,810"
"2016","Belgium","18 years or over","Total","Median equivalised net income","Euro","22,267"
"2016","Belgium","From 25 to 49 years","Total","Median equivalised net income","Euro","24,968"
"2016","Belgium","From 25 to 54 years","Total","Median equivalised net income","Euro","24,819"
"2016","Belgium","From 50 to 64 years","Total","Median equivalised net income","Euro","23,431"
"2016","Belgium","From 55 to 64 years","Total","Median equivalised net income","Euro","23,019"
"2016","Belgium","Less than 60 years","Total","Median equivalised net income","Euro","23,781"
"2016","Belgium","60 years or over","Total","Median equivalised net income","Euro","18,722"
"2016","Belgium","Less than 65 years","Total","Median equivalised net income","Euro","23,605"
"2016","Belgium","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2016","Belgium","65 years or over","Total","Median equivalised net income","Euro","18,033"
"2016","Belgium","Less than 75 years","Total","Median equivalised net income","Euro","23,022"
"2016","Belgium","75 years or over","Total","Median equivalised net income","Euro","16,908"
"2016","Bulgaria","Total","Total","Median equivalised net income","Euro","3,151"
"2016","Bulgaria","Less than 6 years","Total","Median equivalised net income","Euro","2,861"
"2016","Bulgaria","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2016","Bulgaria","From 6 to 11 years","Total","Median equivalised net income","Euro","2,725"
"2016","Bulgaria","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2016","Bulgaria","From 12 to 17 years","Total","Median equivalised net income","Euro","2,816"
"2016","Bulgaria","Less than 16 years","Total","Median equivalised net income","Euro","2,784"
"2016","Bulgaria","From 16 to 24 years","Total","Median equivalised net income","Euro","2,900"
"2016","Bulgaria","From 16 to 64 years","Total","Median equivalised net income","Euro","3,456"
"2016","Bulgaria","16 years or over","Total","Median equivalised net income","Euro","3,209"
"2016","Bulgaria","Less than 18 years","Total","Median equivalised net income","Euro","2,804"
"2016","Bulgaria","From 18 to 24 years","Total","Median equivalised net income","Euro","2,890"
"2016","Bulgaria","From 18 to 64 years","Total","Median equivalised net income","Euro","3,481"
"2016","Bulgaria","18 years or over","Total","Median equivalised net income","Euro","3,212"
"2016","Bulgaria","From 25 to 49 years","Total","Median equivalised net income","Euro","3,411"
"2016","Bulgaria","From 25 to 54 years","Total","Median equivalised net income","Euro","3,498"
"2016","Bulgaria","From 50 to 64 years","Total","Median equivalised net income","Euro","3,768"
"2016","Bulgaria","From 55 to 64 years","Total","Median equivalised net income","Euro","3,689"
"2016","Bulgaria","Less than 60 years","Total","Median equivalised net income","Euro","3,313"
"2016","Bulgaria","60 years or over","Total","Median equivalised net income","Euro","2,793"
"2016","Bulgaria","Less than 65 years","Total","Median equivalised net income","Euro","3,327"
"2016","Bulgaria","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2016","Bulgaria","65 years or over","Total","Median equivalised net income","Euro","2,649"
"2016","Bulgaria","Less than 75 years","Total","Median equivalised net income","Euro","3,256"
"2016","Bulgaria","75 years or over","Total","Median equivalised net income","Euro","2,368"
"2016","Czechia","Total","Total","Median equivalised net income","Euro","7,838"
"2016","Czechia","Less than 6 years","Total","Median equivalised net income","Euro","7,673"
"2016","Czechia","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2016","Czechia","From 6 to 11 years","Total","Median equivalised net income","Euro","7,785"
"2016","Czechia","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2016","Czechia","From 12 to 17 years","Total","Median equivalised net income","Euro","7,301"
"2016","Czechia","Less than 16 years","Total","Median equivalised net income","Euro","7,648"
"2016","Czechia","From 16 to 24 years","Total","Median equivalised net income","Euro","7,776"
"2016","Czechia","From 16 to 64 years","Total","Median equivalised net income","Euro","8,475"
"2016","Czechia","16 years or over","Total","Median equivalised net income","Euro","7,877"
"2016","Czechia","Less than 18 years","Total","Median equivalised net income","Euro","7,572"
"2016","Czechia","From 18 to 24 years","Total","Median equivalised net income","Euro","8,004"
"2016","Czechia","From 18 to 64 years","Total","Median equivalised net income","Euro","8,513"
"2016","Czechia","18 years or over","Total","Median equivalised net income","Euro","7,905"
"2016","Czechia","From 25 to 49 years","Total","Median equivalised net income","Euro","8,658"
"2016","Czechia","From 25 to 54 years","Total","Median equivalised net income","Euro","8,694"
"2016","Czechia","From 50 to 64 years","Total","Median equivalised net income","Euro","8,467"
"2016","Czechia","From 55 to 64 years","Total","Median equivalised net income","Euro","8,237"
"2016","Czechia","Less than 60 years","Total","Median equivalised net income","Euro","8,391"
"2016","Czechia","60 years or over","Total","Median equivalised net income","Euro","6,759"
"2016","Czechia","Less than 65 years","Total","Median equivalised net income","Euro","8,339"
"2016","Czechia","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2016","Czechia","65 years or over","Total","Median equivalised net income","Euro","6,554"
"2016","Czechia","Less than 75 years","Total","Median equivalised net income","Euro","8,092"
"2016","Czechia","75 years or over","Total","Median equivalised net income","Euro","6,202"
"2016","Denmark","Total","Total","Median equivalised net income","Euro","28,665"
"2016","Denmark","Less than 6 years","Total","Median equivalised net income","Euro","31,040"
"2016","Denmark","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2016","Denmark","From 6 to 11 years","Total","Median equivalised net income","Euro","31,107"
"2016","Denmark","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2016","Denmark","From 12 to 17 years","Total","Median equivalised net income","Euro","28,099"
"2016","Denmark","Less than 16 years","Total","Median equivalised net income","Euro","30,222"
"2016","Denmark","From 16 to 24 years","Total","Median equivalised net income","Euro","23,154"
"2016","Denmark","From 16 to 64 years","Total","Median equivalised net income","Euro","30,628"
"2016","Denmark","16 years or over","Total","Median equivalised net income","Euro","28,280"
"2016","Denmark","Less than 18 years","Total","Median equivalised net income","Euro","29,863"
"2016","Denmark","From 18 to 24 years","Total","Median equivalised net income","Euro","20,754"
"2016","Denmark","From 18 to 64 years","Total","Median equivalised net income","Euro","30,755"
"2016","Denmark","18 years or over","Total","Median equivalised net income","Euro","28,278"
"2016","Denmark","From 25 to 49 years","Total","Median equivalised net income","Euro","30,895"
"2016","Denmark","From 25 to 54 years","Total","Median equivalised net income","Euro","31,507"
"2016","Denmark","From 50 to 64 years","Total","Median equivalised net income","Euro","34,369"
"2016","Denmark","From 55 to 64 years","Total","Median equivalised net income","Euro","34,021"
"2016","Denmark","Less than 60 years","Total","Median equivalised net income","Euro","30,322"
"2016","Denmark","60 years or over","Total","Median equivalised net income","Euro","24,482"
"2016","Denmark","Less than 65 years","Total","Median equivalised net income","Euro","30,499"
"2016","Denmark","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2016","Denmark","65 years or over","Total","Median equivalised net income","Euro","22,845"
"2016","Denmark","Less than 75 years","Total","Median equivalised net income","Euro","29,555"
"2016","Denmark","75 years or over","Total","Median equivalised net income","Euro","21,387"
"2016","Germany (until 1990 former territory of the FRG)","Total","Total","Median equivalised net income","Euro","21,275"
"2016","Germany (until 1990 former territory of the FRG)","Less than 6 years","Total","Median equivalised net income","Euro","20,771"
"2016","Germany (until 1990 former territory of the FRG)","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2016","Germany (until 1990 former territory of the FRG)","From 6 to 11 years","Total","Median equivalised net income","Euro","20,371"
"2016","Germany (until 1990 former territory of the FRG)","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2016","Germany (until 1990 former territory of the FRG)","From 12 to 17 years","Total","Median equivalised net income","Euro","19,902"
"2016","Germany (until 1990 former territory of the FRG)","Less than 16 years","Total","Median equivalised net income","Euro","20,356"
"2016","Germany (until 1990 former territory of the FRG)","From 16 to 24 years","Total","Median equivalised net income","Euro","19,924"
"2016","Germany (until 1990 former territory of the FRG)","From 16 to 64 years","Total","Median equivalised net income","Euro","22,459"
"2016","Germany (until 1990 former territory of the FRG)","16 years or over","Total","Median equivalised net income","Euro","21,425"
"2016","Germany (until 1990 former territory of the FRG)","Less than 18 years","Total","Median equivalised net income","Euro","20,284"
"2016","Germany (until 1990 former territory of the FRG)","From 18 to 24 years","Total","Median equivalised net income","Euro","19,907"
"2016","Germany (until 1990 former territory of the FRG)","From 18 to 64 years","Total","Median equivalised net income","Euro","22,545"
"2016","Germany (until 1990 former territory of the FRG)","18 years or over","Total","Median equivalised net income","Euro","21,467"
"2016","Germany (until 1990 former territory of the FRG)","From 25 to 49 years","Total","Median equivalised net income","Euro","22,804"
"2016","Germany (until 1990 former territory of the FRG)","From 25 to 54 years","Total","Median equivalised net income","Euro","23,141"
"2016","Germany (until 1990 former territory of the FRG)","From 50 to 64 years","Total","Median equivalised net income","Euro","23,260"
"2016","Germany (until 1990 former territory of the FRG)","From 55 to 64 years","Total","Median equivalised net income","Euro","22,277"
"2016","Germany (until 1990 former territory of the FRG)","Less than 60 years","Total","Median equivalised net income","Euro","22,162"
"2016","Germany (until 1990 former territory of the FRG)","60 years or over","Total","Median equivalised net income","Euro","19,070"
"2016","Germany (until 1990 former territory of the FRG)","Less than 65 years","Total","Median equivalised net income","Euro","22,108"
"2016","Germany (until 1990 former territory of the FRG)","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2016","Germany (until 1990 former territory of the FRG)","65 years or over","Total","Median equivalised net income","Euro","18,669"
"2016","Germany (until 1990 former territory of the FRG)","Less than 75 years","Total","Median equivalised net income","Euro","21,603"
"2016","Germany (until 1990 former territory of the FRG)","75 years or over","Total","Median equivalised net income","Euro","18,950"
"2016","Estonia","Total","Total","Median equivalised net income","Euro","8,645"
"2016","Estonia","Less than 6 years","Total","Median equivalised net income","Euro","9,534"
"2016","Estonia","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2016","Estonia","From 6 to 11 years","Total","Median equivalised net income","Euro","9,349"
"2016","Estonia","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2016","Estonia","From 12 to 17 years","Total","Median equivalised net income","Euro","8,048"
"2016","Estonia","Less than 16 years","Total","Median equivalised net income","Euro","9,244"
"2016","Estonia","From 16 to 24 years","Total","Median equivalised net income","Euro","8,407"
"2016","Estonia","From 16 to 64 years","Total","Median equivalised net income","Euro","9,647"
"2016","Estonia","16 years or over","Total","Median equivalised net income","Euro","8,507"
"2016","Estonia","Less than 18 years","Total","Median equivalised net income","Euro","9,092"
"2016","Estonia","From 18 to 24 years","Total","Median equivalised net income","Euro","8,600"
"2016","Estonia","From 18 to 64 years","Total","Median equivalised net income","Euro","9,712"
"2016","Estonia","18 years or over","Total","Median equivalised net income","Euro","8,529"
"2016","Estonia","From 25 to 49 years","Total","Median equivalised net income","Euro","10,126"
"2016","Estonia","From 25 to 54 years","Total","Median equivalised net income","Euro","10,065"
"2016","Estonia","From 50 to 64 years","Total","Median equivalised net income","Euro","9,402"
"2016","Estonia","From 55 to 64 years","Total","Median equivalised net income","Euro","9,248"
"2016","Estonia","Less than 60 years","Total","Median equivalised net income","Euro","9,595"
"2016","Estonia","60 years or over","Total","Median equivalised net income","Euro","6,082"
"2016","Estonia","Less than 65 years","Total","Median equivalised net income","Euro","9,569"
"2016","Estonia","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2016","Estonia","65 years or over","Total","Median equivalised net income","Euro","5,765"
"2016","Estonia","Less than 75 years","Total","Median equivalised net income","Euro","9,156"
"2016","Estonia","75 years or over","Total","Median equivalised net income","Euro","5,298"
"2016","Ireland","Total","Total","Median equivalised net income","Euro","22,544"
"2016","Ireland","Less than 6 years","Total","Median equivalised net income","Euro","22,896"
"2016","Ireland","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2016","Ireland","From 6 to 11 years","Total","Median equivalised net income","Euro","21,682"
"2016","Ireland","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2016","Ireland","From 12 to 17 years","Total","Median equivalised net income","Euro","19,170"
"2016","Ireland","Less than 16 years","Total","Median equivalised net income","Euro","21,383"
"2016","Ireland","From 16 to 24 years","Total","Median equivalised net income","Euro","20,200"
"2016","Ireland","From 16 to 64 years","Total","Median equivalised net income","Euro","23,555"
"2016","Ireland","16 years or over","Total","Median equivalised net income","Euro","22,876"
"2016","Ireland","Less than 18 years","Total","Median equivalised net income","Euro","20,932"
"2016","Ireland","From 18 to 24 years","Total","Median equivalised net income","Euro","20,551"
"2016","Ireland","From 18 to 64 years","Total","Median equivalised net income","Euro","23,827"
"2016","Ireland","18 years or over","Total","Median equivalised net income","Euro","23,107"
"2016","Ireland","From 25 to 49 years","Total","Median equivalised net income","Euro","24,633"
"2016","Ireland","From 25 to 54 years","Total","Median equivalised net income","Euro","24,477"
"2016","Ireland","From 50 to 64 years","Total","Median equivalised net income","Euro","23,537"
"2016","Ireland","From 55 to 64 years","Total","Median equivalised net income","Euro","23,109"
"2016","Ireland","Less than 60 years","Total","Median equivalised net income","Euro","23,057"
"2016","Ireland","60 years or over","Total","Median equivalised net income","Euro","19,990"
"2016","Ireland","Less than 65 years","Total","Median equivalised net income","Euro","22,944"
"2016","Ireland","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2016","Ireland","65 years or over","Total","Median equivalised net income","Euro","19,470"
"2016","Ireland","Less than 75 years","Total","Median equivalised net income","Euro","22,851"
"2016","Ireland","75 years or over","Total","Median equivalised net income","Euro","17,334"
"2016","Greece","Total","Total","Median equivalised net income","Euro","7,500"
"2016","Greece","Less than 6 years","Total","Median equivalised net income","Euro","7,229"
"2016","Greece","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2016","Greece","From 6 to 11 years","Total","Median equivalised net income","Euro","6,614"
"2016","Greece","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2016","Greece","From 12 to 17 years","Total","Median equivalised net income","Euro","6,061"
"2016","Greece","Less than 16 years","Total","Median equivalised net income","Euro","6,648"
"2016","Greece","From 16 to 24 years","Total","Median equivalised net income","Euro","6,450"
"2016","Greece","From 16 to 64 years","Total","Median equivalised net income","Euro","7,535"
"2016","Greece","16 years or over","Total","Median equivalised net income","Euro","7,639"
"2016","Greece","Less than 18 years","Total","Median equivalised net income","Euro","6,608"
"2016","Greece","From 18 to 24 years","Total","Median equivalised net income","Euro","6,540"
"2016","Greece","From 18 to 64 years","Total","Median equivalised net income","Euro","7,590"
"2016","Greece","18 years or over","Total","Median equivalised net income","Euro","7,676"
"2016","Greece","From 25 to 49 years","Total","Median equivalised net income","Euro","7,529"
"2016","Greece","From 25 to 54 years","Total","Median equivalised net income","Euro","7,573"
"2016","Greece","From 50 to 64 years","Total","Median equivalised net income","Euro","8,077"
"2016","Greece","From 55 to 64 years","Total","Median equivalised net income","Euro","8,200"
"2016","Greece","Less than 60 years","Total","Median equivalised net income","Euro","7,250"
"2016","Greece","60 years or over","Total","Median equivalised net income","Euro","7,867"
"2016","Greece","Less than 65 years","Total","Median equivalised net income","Euro","7,333"
"2016","Greece","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2016","Greece","65 years or over","Total","Median equivalised net income","Euro","7,816"
"2016","Greece","Less than 75 years","Total","Median equivalised net income","Euro","7,500"
"2016","Greece","75 years or over","Total","Median equivalised net income","Euro","7,480"
"2016","Spain","Total","Total","Median equivalised net income","Euro","13,681"
"2016","Spain","Less than 6 years","Total","Median equivalised net income","Euro","13,756"
"2016","Spain","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2016","Spain","From 6 to 11 years","Total","Median equivalised net income","Euro","12,310"
"2016","Spain","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2016","Spain","From 12 to 17 years","Total","Median equivalised net income","Euro","11,042"
"2016","Spain","Less than 16 years","Total","Median equivalised net income","Euro","12,650"
"2016","Spain","From 16 to 24 years","Total","Median equivalised net income","Euro","11,355"
"2016","Spain","From 16 to 64 years","Total","Median equivalised net income","Euro","13,881"
"2016","Spain","16 years or over","Total","Median equivalised net income","Euro","13,873"
"2016","Spain","Less than 18 years","Total","Median equivalised net income","Euro","12,459"
"2016","Spain","From 18 to 24 years","Total","Median equivalised net income","Euro","11,628"
"2016","Spain","From 18 to 64 years","Total","Median equivalised net income","Euro","13,978"
"2016","Spain","18 years or over","Total","Median equivalised net income","Euro","13,933"
"2016","Spain","From 25 to 49 years","Total","Median equivalised net income","Euro","14,101"
"2016","Spain","From 25 to 54 years","Total","Median equivalised net income","Euro","14,032"
"2016","Spain","From 50 to 64 years","Total","Median equivalised net income","Euro","14,688"
"2016","Spain","From 55 to 64 years","Total","Median equivalised net income","Euro","15,394"
"2016","Spain","Less than 60 years","Total","Median equivalised net income","Euro","13,499"
"2016","Spain","60 years or over","Total","Median equivalised net income","Euro","14,137"
"2016","Spain","Less than 65 years","Total","Median equivalised net income","Euro","13,632"
"2016","Spain","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2016","Spain","65 years or over","Total","Median equivalised net income","Euro","13,832"
"2016","Spain","Less than 75 years","Total","Median equivalised net income","Euro","13,827"
"2016","Spain","75 years or over","Total","Median equivalised net income","Euro","12,694"
"2016","France","Total","Total","Median equivalised net income","Euro","21,713"
"2016","France","Less than 6 years","Total","Median equivalised net income","Euro","20,916"
"2016","France","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2016","France","From 6 to 11 years","Total","Median equivalised net income","Euro","19,428"
"2016","France","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2016","France","From 12 to 17 years","Total","Median equivalised net income","Euro","19,575"
"2016","France","Less than 16 years","Total","Median equivalised net income","Euro","20,283"
"2016","France","From 16 to 24 years","Total","Median equivalised net income","Euro","19,521"
"2016","France","From 16 to 64 years","Total","Median equivalised net income","Euro","21,999"
"2016","France","16 years or over","Total","Median equivalised net income","Euro","22,011"
"2016","France","Less than 18 years","Total","Median equivalised net income","Euro","20,021"
"2016","France","From 18 to 24 years","Total","Median equivalised net income","Euro","19,844"
"2016","France","From 18 to 64 years","Total","Median equivalised net income","Euro","22,216"
"2016","France","18 years or over","Total","Median equivalised net income","Euro","22,187"
"2016","France","From 25 to 49 years","Total","Median equivalised net income","Euro","22,162"
"2016","France","From 25 to 54 years","Total","Median equivalised net income","Euro","22,253"
"2016","France","From 50 to 64 years","Total","Median equivalised net income","Euro","23,391"
"2016","France","From 55 to 64 years","Total","Median equivalised net income","Euro","23,559"
"2016","France","Less than 60 years","Total","Median equivalised net income","Euro","21,464"
"2016","France","60 years or over","Total","Median equivalised net income","Euro","22,377"
"2016","France","Less than 65 years","Total","Median equivalised net income","Euro","21,598"
"2016","France","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2016","France","65 years or over","Total","Median equivalised net income","Euro","22,067"
"2016","France","Less than 75 years","Total","Median equivalised net income","Euro","21,780"
"2016","France","75 years or over","Total","Median equivalised net income","Euro","20,901"
"2016","Croatia","Total","Total","Median equivalised net income","Euro","5,726"
"2016","Croatia","Less than 6 years","Total","Median equivalised net income","Euro","5,973"
"2016","Croatia","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2016","Croatia","From 6 to 11 years","Total","Median equivalised net income","Euro","5,332"
"2016","Croatia","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2016","Croatia","From 12 to 17 years","Total","Median equivalised net income","Euro","5,063"
"2016","Croatia","Less than 16 years","Total","Median equivalised net income","Euro","5,493"
"2016","Croatia","From 16 to 24 years","Total","Median equivalised net income","Euro","5,443"
"2016","Croatia","From 16 to 64 years","Total","Median equivalised net income","Euro","6,049"
"2016","Croatia","16 years or over","Total","Median equivalised net income","Euro","5,779"
"2016","Croatia","Less than 18 years","Total","Median equivalised net income","Euro","5,430"
"2016","Croatia","From 18 to 24 years","Total","Median equivalised net income","Euro","5,585"
"2016","Croatia","From 18 to 64 years","Total","Median equivalised net income","Euro","6,112"
"2016","Croatia","18 years or over","Total","Median equivalised net income","Euro","5,794"
"2016","Croatia","From 25 to 49 years","Total","Median equivalised net income","Euro","6,271"
"2016","Croatia","From 25 to 54 years","Total","Median equivalised net income","Euro","6,266"
"2016","Croatia","From 50 to 64 years","Total","Median equivalised net income","Euro","6,044"
"2016","Croatia","From 55 to 64 years","Total","Median equivalised net income","Euro","5,884"
"2016","Croatia","Less than 60 years","Total","Median equivalised net income","Euro","5,968"
"2016","Croatia","60 years or over","Total","Median equivalised net income","Euro","5,107"
"2016","Croatia","Less than 65 years","Total","Median equivalised net income","Euro","5,930"
"2016","Croatia","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2016","Croatia","65 years or over","Total","Median equivalised net income","Euro","4,963"
"2016","Croatia","Less than 75 years","Total","Median equivalised net income","Euro","5,832"
"2016","Croatia","75 years or over","Total","Median equivalised net income","Euro","4,728"
"2016","Italy","Total","Total","Median equivalised net income","Euro","16,247"
"2016","Italy","Less than 6 years","Total","Median equivalised net income","Euro","15,105"
"2016","Italy","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2016","Italy","From 6 to 11 years","Total","Median equivalised net income","Euro","13,848"
