"ACL00","GEO","FREQUENC","TIME","ISCED11","AGE","SEX","UNIT","Value"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least once","2015","All ISCED 2011 levels ","From 16 to 29 years","Females","Percentage","48.0"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least once","2015","All ISCED 2011 levels ","From 25 to 34 years","Total","Percentage","45.3"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least once","2015","All ISCED 2011 levels ","From 25 to 34 years","Males","Percentage","45.6"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least once","2015","All ISCED 2011 levels ","From 25 to 34 years","Females","Percentage","45.0"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Total","Percentage","38.7"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Males","Percentage","34.8"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Females","Percentage","42.9"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Total","Percentage","36.7"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Males","Percentage","34.6"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Females","Percentage","39.1"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Total","Percentage","31.2"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Males","Percentage","33.6"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Females","Percentage","28.2"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least once","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Total","Percentage","62.4"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least once","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Males","Percentage","51.8"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least once","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Females","Percentage","70.1"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least once","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Total","Percentage","64.2"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least once","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Males","Percentage","60.2"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least once","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Females","Percentage","67.1"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least once","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Total","Percentage","62.4"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least once","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Males","Percentage","65.7"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least once","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Females","Percentage","60.0"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Total","Percentage","17.9"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Males","Percentage","15.6"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Females","Percentage","20.2"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Total","Percentage","18.8"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Males","Percentage","17.5"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Females","Percentage","20.2"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Total","Percentage","19.3"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Males","Percentage","19.7"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Females","Percentage","19.0"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Total","Percentage","16.4"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Males","Percentage","15.5"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Females","Percentage","17.4"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Total","Percentage","14.6"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Males","Percentage","13.7"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Females","Percentage","15.6"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Total","Percentage","9.6"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Males","Percentage","10.1"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Females","Percentage","9.0"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Total","Percentage","32.8"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Males","Percentage","30.5"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Females","Percentage","34.6"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Total","Percentage","32.7"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Males","Percentage","35.5"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Females","Percentage","30.7"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Total","Percentage","29.6"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Males","Percentage","33.1"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Belgium","At least 4 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Females","Percentage","27.0"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 24 years","Total","Percentage","73.7"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 24 years","Males","Percentage","77.0"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 24 years","Females","Percentage","70.1"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 29 years","Total","Percentage","77.2"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 29 years","Males","Percentage","79.2"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","All ISCED 2011 levels ","From 16 to 29 years","Females","Percentage","75.0"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","All ISCED 2011 levels ","From 25 to 34 years","Total","Percentage","79.5"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","All ISCED 2011 levels ","From 25 to 34 years","Males","Percentage","80.5"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","All ISCED 2011 levels ","From 25 to 34 years","Females","Percentage","78.5"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Total","Percentage","74.4"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Males","Percentage","78.5"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Females","Percentage","69.3"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Total","Percentage","80.2"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Males","Percentage","83.1"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Females","Percentage","76.2"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Total","Percentage","86.3"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Males","Percentage","86.8"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Females","Percentage","85.7"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Total","Percentage","63.4"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Males","Percentage","77.5"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Females","Percentage","54.8"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Total","Percentage","60.8"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Males","Percentage","59.6"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Females","Percentage","61.6"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Total","Percentage","54.4"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Males","Percentage","49.3"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","Not in the last 12 months","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Females","Percentage","58.1"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Total","Percentage","18.6"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Males","Percentage","17.5"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Females","Percentage","19.8"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Total","Percentage","16.1"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Males","Percentage","15.0"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Females","Percentage","17.2"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Total","Percentage","14.9"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Males","Percentage","13.2"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Females","Percentage","16.8"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Total","Percentage","17.2"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Males","Percentage","15.1"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Females","Percentage","19.9"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Total","Percentage","13.3"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Males","Percentage","12.0"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Females","Percentage","15.1"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Total","Percentage","9.9"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Males","Percentage","9.6"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Females","Percentage","10.4"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Total","Percentage","25.4"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Males","Percentage","12.9"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Females","Percentage","33.1"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Total","Percentage","27.8"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Males","Percentage","24.1"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Females","Percentage","30.3"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Total","Percentage","33.9"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Males","Percentage","32.5"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","From 1 to 3 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Females","Percentage","34.9"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","All ISCED 2011 levels ","From 16 to 24 years","Total","Percentage","26.3"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","All ISCED 2011 levels ","From 16 to 24 years","Males","Percentage","23.0"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","All ISCED 2011 levels ","From 16 to 24 years","Females","Percentage","29.9"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","All ISCED 2011 levels ","From 16 to 29 years","Total","Percentage","22.8"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","All ISCED 2011 levels ","From 16 to 29 years","Males","Percentage","20.8"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","All ISCED 2011 levels ","From 16 to 29 years","Females","Percentage","25.0"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","All ISCED 2011 levels ","From 25 to 34 years","Total","Percentage","20.5"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","All ISCED 2011 levels ","From 25 to 34 years","Males","Percentage","19.5"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","All ISCED 2011 levels ","From 25 to 34 years","Females","Percentage","21.5"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Total","Percentage","25.6"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Males","Percentage","21.5"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Females","Percentage","30.7"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Total","Percentage","19.8"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Males","Percentage","16.9"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Females","Percentage","23.8"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Total","Percentage","13.7"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Males","Percentage","13.2"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Females","Percentage","14.3"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Total","Percentage","36.6"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Males","Percentage","22.5"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Females","Percentage","45.2"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Total","Percentage","39.2"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Males","Percentage","40.4"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Females","Percentage","38.4"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Total","Percentage","45.6"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Males","Percentage","50.7"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least once","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Females","Percentage","41.9"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Total","Percentage","7.7"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Males","Percentage","5.5"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 24 years","Females","Percentage","10.0"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Total","Percentage","6.8"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Males","Percentage","5.8"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","All ISCED 2011 levels ","From 16 to 29 years","Females","Percentage","7.9"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Total","Percentage","5.5"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Males","Percentage","6.3"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","All ISCED 2011 levels ","From 25 to 34 years","Females","Percentage","4.7"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Total","Percentage","8.3"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Males","Percentage","6.4"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 24 years","Females","Percentage","10.7"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Total","Percentage","6.5"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Males","Percentage","4.9"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 16 to 29 years","Females","Percentage","8.7"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Total","Percentage","3.7"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Males","Percentage","3.7"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 34 years","Females","Percentage","3.8"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Total","Percentage","11.2"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Males","Percentage","9.6"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 24 years","Females","Percentage","12.1"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Total","Percentage","11.4"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Males","Percentage","16.3"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","Tertiary education (levels 5-8)","From 16 to 29 years","Females","Percentage","8.1"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Total","Percentage","11.7"
"Cultural sites (historical monuments, museums, art galleries or archaeological sites)","Bulgaria","At least 4 times","2015","Tertiary education (levels 5-8)","From 25 to 34 years","Males","Percentage","18.1"
