"TIME","GEO","DEG_URB","CITIZEN","ISCED11","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2017","Ireland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","72.0","b"
"2017","Ireland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","62.4","b"
"2017","Greece","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","54.0",""
"2017","Greece","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","66.6",""
"2017","Greece","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","46.4",""
"2017","Greece","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","53.6",""
"2017","Greece","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","62.6",""
"2017","Greece","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","44.7",""
"2017","Spain","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","63.6",""
"2017","Spain","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","70.3",""
"2017","Spain","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","57.5",""
"2017","Spain","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","61.4",""
"2017","Spain","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","66.6",""
"2017","Spain","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","56.2",""
"2017","France","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","67.2",""
"2017","France","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","69.7",""
"2017","France","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","64.9",""
"2017","France","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","65.8",""
"2017","France","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","68.8",""
"2017","France","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","62.8",""
"2017","Croatia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","55.3","u"
"2017","Croatia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","57.9","u"
"2017","Croatia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2017","Croatia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","59.0",""
"2017","Croatia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","63.9",""
"2017","Croatia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","54.1",""
"2017","Italy","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","63.7",""
"2017","Italy","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","72.1",""
"2017","Italy","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","58.0",""
"2017","Italy","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","57.7",""
"2017","Italy","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","66.5",""
"2017","Italy","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","48.8",""
"2017","Cyprus","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","71.7",""
"2017","Cyprus","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","79.3",""
"2017","Cyprus","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","64.3",""
"2017","Cyprus","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","65.2",""
"2017","Cyprus","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","69.7",""
"2017","Cyprus","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","60.9",""
"2017","Latvia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","62.4","u"
"2017","Latvia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":","u"
"2017","Latvia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2017","Latvia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","70.9",""
"2017","Latvia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","72.2",""
"2017","Latvia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","69.7",""
"2017","Lithuania","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","100.0","u"
"2017","Lithuania","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":","u"
"2017","Lithuania","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2017","Lithuania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","70.4",""
"2017","Lithuania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","70.6",""
"2017","Lithuania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","70.2",""
"2017","Luxembourg","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","71.4",""
"2017","Luxembourg","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","75.1",""
"2017","Luxembourg","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","67.4",""
"2017","Luxembourg","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","63.2",""
"2017","Luxembourg","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","66.0",""
"2017","Luxembourg","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","60.4",""
"2017","Hungary","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","59.4",""
"2017","Hungary","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","68.1",""
"2017","Hungary","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","47.9","u"
"2017","Hungary","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","68.2",""
"2017","Hungary","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","75.3",""
"2017","Hungary","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","61.3",""
"2017","Malta","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","83.7",""
"2017","Malta","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","87.9",""
"2017","Malta","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","77.8",""
"2017","Malta","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","67.9",""
"2017","Malta","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","79.4",""
"2017","Malta","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","55.9",""
"2017","Netherlands","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","75.6",""
"2017","Netherlands","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","82.0",""
"2017","Netherlands","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","70.9",""
"2017","Netherlands","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","76.7",""
"2017","Netherlands","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","81.0",""
"2017","Netherlands","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","72.3",""
"2017","Austria","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","74.4",""
"2017","Austria","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","80.6",""
"2017","Austria","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","68.8",""
"2017","Austria","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","73.8",""
"2017","Austria","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","77.3",""
"2017","Austria","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","70.3",""
"2017","Poland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","78.7",""
"2017","Poland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","83.2","u"
"2017","Poland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","71.9","u"
"2017","Poland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","66.1",""
"2017","Poland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","72.8",""
"2017","Poland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","59.4",""
"2017","Portugal","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","71.7",""
"2017","Portugal","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","78.1",""
"2017","Portugal","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","66.8",""
"2017","Portugal","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","67.8",""
"2017","Portugal","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","71.0",""
"2017","Portugal","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","64.8",""
"2017","Romania","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total",":","u"
"2017","Romania","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":","u"
"2017","Romania","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","c"
"2017","Romania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","63.9",""
"2017","Romania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","71.8",""
"2017","Romania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","55.8",""
"2017","Slovenia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","73.0",""
"2017","Slovenia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","78.4","u"
"2017","Slovenia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","67.4","u"
"2017","Slovenia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","69.3",""
"2017","Slovenia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","72.1",""
"2017","Slovenia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","66.3",""
"2017","Slovakia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","78.7",""
"2017","Slovakia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","91.4","u"
"2017","Slovakia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","68.7","u"
"2017","Slovakia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","66.2",""
"2017","Slovakia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","71.9",""
"2017","Slovakia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","60.3",""
"2017","Finland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","72.5",""
"2017","Finland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","79.2",""
"2017","Finland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","65.0",""
"2017","Finland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","70.5",""
"2017","Finland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","71.5",""
"2017","Finland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","69.4",""
"2017","Sweden","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","77.4",""
"2017","Sweden","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","80.8",""
"2017","Sweden","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","73.9",""
"2017","Sweden","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","78.6",""
"2017","Sweden","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","79.5",""
"2017","Sweden","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","77.6",""
"2017","Iceland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","93.5",""
"2017","Iceland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","93.9",""
"2017","Iceland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","92.9",""
"2017","Iceland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","85.8",""
"2017","Iceland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","88.4",""
"2017","Iceland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","83.1",""
"2017","Norway","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","80.6",""
"2017","Norway","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","85.5",""
"2017","Norway","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","74.4",""
"2017","Norway","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","74.4",""
"2017","Norway","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","75.5",""
"2017","Norway","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","73.2",""
"2017","Switzerland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","81.8",""
"2017","Switzerland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","86.5",""
"2017","Switzerland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","75.8",""
"2017","Switzerland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","81.3",""
"2017","Switzerland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","84.6",""
"2017","Switzerland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","78.0",""
"2017","United Kingdom","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","80.0",""
"2017","United Kingdom","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","87.6",""
"2017","United Kingdom","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","72.8",""
"2017","United Kingdom","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","74.3",""
"2017","United Kingdom","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","78.2",""
"2017","United Kingdom","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","70.5",""
"2017","Montenegro","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total",":","u"
"2017","Montenegro","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":","u"
"2017","Montenegro","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2017","Montenegro","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","53.0",""
"2017","Montenegro","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","59.2",""
"2017","Montenegro","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","46.8",""
"2017","North Macedonia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total",":","u"
"2017","North Macedonia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":","u"
"2017","North Macedonia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2017","North Macedonia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","50.6",""
"2017","North Macedonia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","60.5",""
"2017","North Macedonia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","40.4",""
"2017","Serbia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","50.6","u"
"2017","Serbia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","76.7","u"
"2017","Serbia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","37.7","u"
"2017","Serbia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","57.4",""
"2017","Serbia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","63.9",""
"2017","Serbia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","50.9",""
"2017","Turkey","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total",":",""
"2017","Turkey","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":",""
"2017","Turkey","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":",""
"2017","Turkey","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total",":",""
"2017","Turkey","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":",""
"2017","Turkey","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":",""
"2018","Belgium","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","65.9",""
"2018","Belgium","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","71.2",""
"2018","Belgium","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","60.5",""
"2018","Belgium","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","65.4",""
"2018","Belgium","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","68.6",""
"2018","Belgium","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","62.1",""
"2018","Bulgaria","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total",":","u"
"2018","Bulgaria","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":","u"
"2018","Bulgaria","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2018","Bulgaria","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","67.8",""
"2018","Bulgaria","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","71.5",""
"2018","Bulgaria","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","64.0",""
"2018","Czechia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","84.9",""
"2018","Czechia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","95.6",""
"2018","Czechia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","71.5",""
"2018","Czechia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","74.7",""
"2018","Czechia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","81.5",""
"2018","Czechia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","67.6",""
"2018","Denmark","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","73.1",""
"2018","Denmark","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","80.2",""
"2018","Denmark","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","65.8",""
"2018","Denmark","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","75.2",""
"2018","Denmark","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","77.6",""
"2018","Denmark","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","72.7",""
"2018","Germany (until 1990 former territory of the FRG)","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","77.3",""
"2018","Germany (until 1990 former territory of the FRG)","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","84.6",""
"2018","Germany (until 1990 former territory of the FRG)","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","69.0",""
"2018","Germany (until 1990 former territory of the FRG)","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","77.8",""
"2018","Germany (until 1990 former territory of the FRG)","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","80.9",""
"2018","Germany (until 1990 former territory of the FRG)","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","74.7",""
"2018","Estonia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","65.3",""
"2018","Estonia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","75.5",""
"2018","Estonia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","52.8",""
"2018","Estonia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","75.0",""
"2018","Estonia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","77.8",""
"2018","Estonia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","72.3",""
"2018","Ireland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","78.1",""
"2018","Ireland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","85.2",""
"2018","Ireland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","71.4",""
"2018","Ireland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","67.9",""
"2018","Ireland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","72.8",""
"2018","Ireland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","63.1",""
"2018","Greece","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","50.3",""
"2018","Greece","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","66.0",""
"2018","Greece","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","41.5",""
"2018","Greece","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","55.1",""
"2018","Greece","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","64.6",""
"2018","Greece","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","45.7",""
"2018","Spain","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","65.2",""
"2018","Spain","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","72.3",""
"2018","Spain","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","58.6",""
"2018","Spain","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","62.8",""
"2018","Spain","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","68.0",""
"2018","Spain","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","57.5",""
"2018","France","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","69.9",""
"2018","France","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","74.4",""
"2018","France","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","65.5",""
